"TIME","GEO","C_BIRTH","AGE","SEX","UNIT","Value","Flag and Footnotes"
"2000","Belgium","Total","Total","Total","Number","10 239 085",""
"2000","Belgium","Total","Total","Males","Number","5 006 014",""
"2000","Belgium","Total","Total","Females","Number","5 233 071",""
"2000","Belgium","Total","Less than 15 years","Total","Number",":",""
"2000","Belgium","Total","Less than 15 years","Males","Number",":",""
"2000","Belgium","Total","Less than 15 years","Females","Number",":",""
"2000","Belgium","Total","From 15 to 64 years","Total","Number",":",""
"2000","Belgium","Total","From 15 to 64 years","Males","Number",":",""
"2000","Belgium","Total","From 15 to 64 years","Females","Number",":",""
"2000","Belgium","Total","65 years or over","Total","Number",":",""
"2000","Belgium","Total","65 years or over","Males","Number",":",""
"2000","Belgium","Total","65 years or over","Females","Number",":",""
"2000","Belgium","Reporting country","Total","Total","Number",":",""
"2000","Belgium","Reporting country","Total","Males","Number",":",""
"2000","Belgium","Reporting country","Total","Females","Number",":",""
"2000","Belgium","Reporting country","Less than 15 years","Total","Number",":",""
"2000","Belgium","Reporting country","Less than 15 years","Males","Number",":",""
"2000","Belgium","Reporting country","Less than 15 years","Females","Number",":",""
"2000","Belgium","Reporting country","From 15 to 64 years","Total","Number",":",""
"2000","Belgium","Reporting country","From 15 to 64 years","Males","Number",":",""
"2000","Belgium","Reporting country","From 15 to 64 years","Females","Number",":",""
"2000","Belgium","Reporting country","65 years or over","Total","Number",":",""
"2000","Belgium","Reporting country","65 years or over","Males","Number",":",""
"2000","Belgium","Reporting country","65 years or over","Females","Number",":",""
"2000","Belgium","Foreign country","Total","Total","Number",":",""
"2000","Belgium","Foreign country","Total","Males","Number",":",""
"2000","Belgium","Foreign country","Total","Females","Number",":",""
"2000","Belgium","Foreign country","Less than 15 years","Total","Number",":",""
"2000","Belgium","Foreign country","Less than 15 years","Males","Number",":",""
"2000","Belgium","Foreign country","Less than 15 years","Females","Number",":",""
"2000","Belgium","Foreign country","From 15 to 64 years","Total","Number",":",""
"2000","Belgium","Foreign country","From 15 to 64 years","Males","Number",":",""
"2000","Belgium","Foreign country","From 15 to 64 years","Females","Number",":",""
"2000","Belgium","Foreign country","65 years or over","Total","Number",":",""
"2000","Belgium","Foreign country","65 years or over","Males","Number",":",""
"2000","Belgium","Foreign country","65 years or over","Females","Number",":",""
"2000","Bulgaria","Total","Total","Total","Number",":",""
"2000","Bulgaria","Total","Total","Males","Number",":",""
"2000","Bulgaria","Total","Total","Females","Number",":",""
"2000","Bulgaria","Total","Less than 15 years","Total","Number",":",""
"2000","Bulgaria","Total","Less than 15 years","Males","Number",":",""
"2000","Bulgaria","Total","Less than 15 years","Females","Number",":",""
"2000","Bulgaria","Total","From 15 to 64 years","Total","Number",":",""
"2000","Bulgaria","Total","From 15 to 64 years","Males","Number",":",""
"2000","Bulgaria","Total","From 15 to 64 years","Females","Number",":",""
"2000","Bulgaria","Total","65 years or over","Total","Number",":",""
"2000","Bulgaria","Total","65 years or over","Males","Number",":",""
"2000","Bulgaria","Total","65 years or over","Females","Number",":",""
"2000","Bulgaria","Reporting country","Total","Total","Number",":",""
"2000","Bulgaria","Reporting country","Total","Males","Number",":",""
"2000","Bulgaria","Reporting country","Total","Females","Number",":",""
"2000","Bulgaria","Reporting country","Less than 15 years","Total","Number",":",""
"2000","Bulgaria","Reporting country","Less than 15 years","Males","Number",":",""
"2000","Bulgaria","Reporting country","Less than 15 years","Females","Number",":",""
"2000","Bulgaria","Reporting country","From 15 to 64 years","Total","Number",":",""
"2000","Bulgaria","Reporting country","From 15 to 64 years","Males","Number",":",""
"2000","Bulgaria","Reporting country","From 15 to 64 years","Females","Number",":",""
"2000","Bulgaria","Reporting country","65 years or over","Total","Number",":",""
"2000","Bulgaria","Reporting country","65 years or over","Males","Number",":",""
"2000","Bulgaria","Reporting country","65 years or over","Females","Number",":",""
"2000","Bulgaria","Foreign country","Total","Total","Number",":",""
"2000","Bulgaria","Foreign country","Total","Males","Number",":",""
"2000","Bulgaria","Foreign country","Total","Females","Number",":",""
"2000","Bulgaria","Foreign country","Less than 15 years","Total","Number",":",""
"2000","Bulgaria","Foreign country","Less than 15 years","Males","Number",":",""
"2000","Bulgaria","Foreign country","Less than 15 years","Females","Number",":",""
"2000","Bulgaria","Foreign country","From 15 to 64 years","Total","Number",":",""
"2000","Bulgaria","Foreign country","From 15 to 64 years","Males","Number",":",""
"2000","Bulgaria","Foreign country","From 15 to 64 years","Females","Number",":",""
"2000","Bulgaria","Foreign country","65 years or over","Total","Number",":",""
"2000","Bulgaria","Foreign country","65 years or over","Males","Number",":",""
"2000","Bulgaria","Foreign country","65 years or over","Females","Number",":",""
"2000","Czechia","Total","Total","Total","Number","10 448 053",""
"2000","Czechia","Total","Total","Males","Number","5 121 484",""
"2000","Czechia","Total","Total","Females","Number","5 326 569",""
"2000","Czechia","Total","Less than 15 years","Total","Number",":",""
"2000","Czechia","Total","Less than 15 years","Males","Number",":",""
"2000","Czechia","Total","Less than 15 years","Females","Number",":",""
"2000","Czechia","Total","From 15 to 64 years","Total","Number",":",""
"2000","Czechia","Total","From 15 to 64 years","Males","Number",":",""
"2000","Czechia","Total","From 15 to 64 years","Females","Number",":",""
"2000","Czechia","Total","65 years or over","Total","Number",":",""
"2000","Czechia","Total","65 years or over","Males","Number",":",""
"2000","Czechia","Total","65 years or over","Females","Number",":",""
"2000","Czechia","Reporting country","Total","Total","Number",":",""
"2000","Czechia","Reporting country","Total","Males","Number",":",""
"2000","Czechia","Reporting country","Total","Females","Number",":",""
"2000","Czechia","Reporting country","Less than 15 years","Total","Number",":",""
"2000","Czechia","Reporting country","Less than 15 years","Males","Number",":",""
"2000","Czechia","Reporting country","Less than 15 years","Females","Number",":",""
"2000","Czechia","Reporting country","From 15 to 64 years","Total","Number",":",""
"2000","Czechia","Reporting country","From 15 to 64 years","Males","Number",":",""
"2000","Czechia","Reporting country","From 15 to 64 years","Females","Number",":",""
"2000","Czechia","Reporting country","65 years or over","Total","Number",":",""
"2000","Czechia","Reporting country","65 years or over","Males","Number",":",""
"2000","Czechia","Reporting country","65 years or over","Females","Number",":",""
"2000","Czechia","Foreign country","Total","Total","Number",":",""
"2000","Czechia","Foreign country","Total","Males","Number",":",""
"2000","Czechia","Foreign country","Total","Females","Number",":",""
"2000","Czechia","Foreign country","Less than 15 years","Total","Number",":",""
"2000","Czechia","Foreign country","Less than 15 years","Males","Number",":",""
"2000","Czechia","Foreign country","Less than 15 years","Females","Number",":",""
"2000","Czechia","Foreign country","From 15 to 64 years","Total","Number",":",""
"2000","Czechia","Foreign country","From 15 to 64 years","Males","Number",":",""
"2000","Czechia","Foreign country","From 15 to 64 years","Females","Number",":",""
"2000","Czechia","Foreign country","65 years or over","Total","Number",":",""
"2000","Czechia","Foreign country","65 years or over","Males","Number",":",""
"2000","Czechia","Foreign country","65 years or over","Females","Number",":",""
"2000","Denmark","Total","Total","Total","Number","5 330 020",""
"2000","Denmark","Total","Total","Males","Number","2 634 122",""
"2000","Denmark","Total","Total","Females","Number","2 695 898",""
"2000","Denmark","Total","Less than 15 years","Total","Number",":",""
"2000","Denmark","Total","Less than 15 years","Males","Number",":",""
"2000","Denmark","Total","Less than 15 years","Females","Number",":",""
"2000","Denmark","Total","From 15 to 64 years","Total","Number",":",""
"2000","Denmark","Total","From 15 to 64 years","Males","Number",":",""
"2000","Denmark","Total","From 15 to 64 years","Females","Number",":",""
"2000","Denmark","Total","65 years or over","Total","Number","790 402",""
"2000","Denmark","Total","65 years or over","Males","Number","329 205",""
"2000","Denmark","Total","65 years or over","Females","Number","461 197",""
"2000","Denmark","Reporting country","Total","Total","Number",":",""
"2000","Denmark","Reporting country","Total","Males","Number",":",""
"2000","Denmark","Reporting country","Total","Females","Number",":",""
"2000","Denmark","Reporting country","Less than 15 years","Total","Number",":",""
"2000","Denmark","Reporting country","Less than 15 years","Males","Number",":",""
"2000","Denmark","Reporting country","Less than 15 years","Females","Number",":",""
"2000","Denmark","Reporting country","From 15 to 64 years","Total","Number",":",""
"2000","Denmark","Reporting country","From 15 to 64 years","Males","Number",":",""
"2000","Denmark","Reporting country","From 15 to 64 years","Females","Number",":",""
"2000","Denmark","Reporting country","65 years or over","Total","Number",":",""
"2000","Denmark","Reporting country","65 years or over","Males","Number",":",""
"2000","Denmark","Reporting country","65 years or over","Females","Number",":",""
"2000","Denmark","Foreign country","Total","Total","Number",":",""
"2000","Denmark","Foreign country","Total","Males","Number",":",""
"2000","Denmark","Foreign country","Total","Females","Number",":",""
"2000","Denmark","Foreign country","Less than 15 years","Total","Number",":",""
"2000","Denmark","Foreign country","Less than 15 years","Males","Number",":",""
"2000","Denmark","Foreign country","Less than 15 years","Females","Number",":",""
"2000","Denmark","Foreign country","From 15 to 64 years","Total","Number",":",""
"2000","Denmark","Foreign country","From 15 to 64 years","Males","Number",":",""
"2000","Denmark","Foreign country","From 15 to 64 years","Females","Number",":",""
"2000","Denmark","Foreign country","65 years or over","Total","Number",":",""
"2000","Denmark","Foreign country","65 years or over","Males","Number",":",""
"2000","Denmark","Foreign country","65 years or over","Females","Number",":",""
"2000","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Number","82 163 475",""
"2000","Germany (until 1990 former territory of the FRG)","Total","Total","Males","Number","40 090 776",""
"2000","Germany (until 1990 former territory of the FRG)","Total","Total","Females","Number","42 072 699",""
"2000","Germany (until 1990 former territory of the FRG)","Total","Less than 15 years","Total","Number",":",""
"2000","Germany (until 1990 former territory of the FRG)","Total","Less than 15 years","Males","Number",":",""
"2000","Germany (until 1990 former territory of the FRG)","Total","Less than 15 years","Females","Number",":",""
"2000","Germany (until 1990 former territory of the FRG)","Total","From 15 to 64 years","Total","Number",":",""
"2000","Germany (until 1990 former territory of the FRG)","Total","From 15 to 64 years","Males","Number",":",""
"2000","Germany (until 1990 former territory of the FRG)","Total","From 15 to 64 years","Females","Number",":",""
"2000","Germany (until 1990 former territory of the FRG)","Total","65 years or over","Total","Number",":",""
"2000","Germany (until 1990 former territory of the FRG)","Total","65 years or over","Males","Number",":",""
"2000","Germany (until 1990 former territory of the FRG)","Total","65 years or over","Females","Number",":",""
"2000","Germany (until 1990 former territory of the FRG)","Reporting country","Total","Total","Number",":",""
"2000","Germany (until 1990 former territory of the FRG)","Reporting country","Total","Males","Number",":",""
"2000","Germany (until 1990 former territory of the FRG)","Reporting country","Total","Females","Number",":",""
"2000","Germany (until 1990 former territory of the FRG)","Reporting country","Less than 15 years","Total","Number",":",""
"2000","Germany (until 1990 former territory of the FRG)","Reporting country","Less than 15 years","Males","Number",":",""
"2000","Germany (until 1990 former territory of the FRG)","Reporting country","Less than 15 years","Females","Number",":",""
"2000","Germany (until 1990 former territory of the FRG)","Reporting country","From 15 to 64 years","Total","Number",":",""
"2000","Germany (until 1990 former territory of the FRG)","Reporting country","From 15 to 64 years","Males","Number",":",""
"2000","Germany (until 1990 former territory of the FRG)","Reporting country","From 15 to 64 years","Females","Number",":",""
"2000","Germany (until 1990 former territory of the FRG)","Reporting country","65 years or over","Total","Number",":",""
"2000","Germany (until 1990 former territory of the FRG)","Reporting country","65 years or over","Males","Number",":",""
"2000","Germany (until 1990 former territory of the FRG)","Reporting country","65 years or over","Females","Number",":",""
"2000","Germany (until 1990 former territory of the FRG)","Foreign country","Total","Total","Number",":",""
"2000","Germany (until 1990 former territory of the FRG)","Foreign country","Total","Males","Number",":",""
"2000","Germany (until 1990 former territory of the FRG)","Foreign country","Total","Females","Number",":",""
"2000","Germany (until 1990 former territory of the FRG)","Foreign country","Less than 15 years","Total","Number",":",""
"2000","Germany (until 1990 former territory of the FRG)","Foreign country","Less than 15 years","Males","Number",":",""
"2000","Germany (until 1990 former territory of the FRG)","Foreign country","Less than 15 years","Females","Number",":",""
"2000","Germany (until 1990 former territory of the FRG)","Foreign country","From 15 to 64 years","Total","Number",":",""
"2000","Germany (until 1990 former territory of the FRG)","Foreign country","From 15 to 64 years","Males","Number",":",""
"2000","Germany (until 1990 former territory of the FRG)","Foreign country","From 15 to 64 years","Females","Number",":",""
"2000","Germany (until 1990 former territory of the FRG)","Foreign country","65 years or over","Total","Number",":",""
"2000","Germany (until 1990 former territory of the FRG)","Foreign country","65 years or over","Males","Number",":",""
"2000","Germany (until 1990 former territory of the FRG)","Foreign country","65 years or over","Females","Number",":",""
"2000","Estonia","Total","Total","Total","Number","1 370 052",""
"2000","Estonia","Total","Total","Males","Number","631 851",""
"2000","Estonia","Total","Total","Females","Number","738 201",""
"2000","Estonia","Total","Less than 15 years","Total","Number",":",""
"2000","Estonia","Total","Less than 15 years","Males","Number",":",""
"2000","Estonia","Total","Less than 15 years","Females","Number",":",""
"2000","Estonia","Total","From 15 to 64 years","Total","Number",":",""
"2000","Estonia","Total","From 15 to 64 years","Males","Number",":",""
"2000","Estonia","Total","From 15 to 64 years","Females","Number",":",""
"2000","Estonia","Total","65 years or over","Total","Number",":",""
"2000","Estonia","Total","65 years or over","Males","Number",":",""
"2000","Estonia","Total","65 years or over","Females","Number",":",""
"2000","Estonia","Reporting country","Total","Total","Number",":",""
"2000","Estonia","Reporting country","Total","Males","Number",":",""
"2000","Estonia","Reporting country","Total","Females","Number",":",""
"2000","Estonia","Reporting country","Less than 15 years","Total","Number",":",""
"2000","Estonia","Reporting country","Less than 15 years","Males","Number",":",""
"2000","Estonia","Reporting country","Less than 15 years","Females","Number",":",""
"2000","Estonia","Reporting country","From 15 to 64 years","Total","Number",":",""
"2000","Estonia","Reporting country","From 15 to 64 years","Males","Number",":",""
"2000","Estonia","Reporting country","From 15 to 64 years","Females","Number",":",""
"2000","Estonia","Reporting country","65 years or over","Total","Number",":",""
"2000","Estonia","Reporting country","65 years or over","Males","Number",":",""
"2000","Estonia","Reporting country","65 years or over","Females","Number",":",""
"2000","Estonia","Foreign country","Total","Total","Number",":",""
"2000","Estonia","Foreign country","Total","Males","Number",":",""
"2000","Estonia","Foreign country","Total","Females","Number",":",""
"2000","Estonia","Foreign country","Less than 15 years","Total","Number",":",""
"2000","Estonia","Foreign country","Less than 15 years","Males","Number",":",""
"2000","Estonia","Foreign country","Less than 15 years","Females","Number",":",""
"2000","Estonia","Foreign country","From 15 to 64 years","Total","Number",":",""
"2000","Estonia","Foreign country","From 15 to 64 years","Males","Number",":",""
"2000","Estonia","Foreign country","From 15 to 64 years","Females","Number",":",""
"2000","Estonia","Foreign country","65 years or over","Total","Number",":",""
"2000","Estonia","Foreign country","65 years or over","Males","Number",":",""
"2000","Estonia","Foreign country","65 years or over","Females","Number",":",""
"2000","Ireland","Total","Total","Total","Number","3 777 565",""
"2000","Ireland","Total","Total","Males","Number","1 876 864",""
"2000","Ireland","Total","Total","Females","Number","1 900 701",""
"2000","Ireland","Total","Less than 15 years","Total","Number","828 647",""
"2000","Ireland","Total","Less than 15 years","Males","Number","425 541",""
"2000","Ireland","Total","Less than 15 years","Females","Number","403 106",""
"2000","Ireland","Total","From 15 to 64 years","Total","Number","2 524 924",""
"2000","Ireland","Total","From 15 to 64 years","Males","Number","1 268 494",""
"2000","Ireland","Total","From 15 to 64 years","Females","Number","1 256 430",""
"2000","Ireland","Total","65 years or over","Total","Number","423 994",""
"2000","Ireland","Total","65 years or over","Males","Number","182 829",""
"2000","Ireland","Total","65 years or over","Females","Number","241 165",""
"2000","Ireland","Reporting country","Total","Total","Number","3 522 760",""
"2000","Ireland","Reporting country","Total","Males","Number","1 752 128",""
"2000","Ireland","Reporting country","Total","Females","Number","1 770 632",""
"2000","Ireland","Reporting country","Less than 15 years","Total","Number","772 759",""
"2000","Ireland","Reporting country","Less than 15 years","Males","Number","397 266",""
"2000","Ireland","Reporting country","Less than 15 years","Females","Number","375 493",""
"2000","Ireland","Reporting country","From 15 to 64 years","Total","Number","2 354 606",""
"2000","Ireland","Reporting country","From 15 to 64 years","Males","Number","1 184 183",""
"2000","Ireland","Reporting country","From 15 to 64 years","Females","Number","1 170 423",""
"2000","Ireland","Reporting country","65 years or over","Total","Number","395 395",""
"2000","Ireland","Reporting country","65 years or over","Males","Number","170 679",""
"2000","Ireland","Reporting country","65 years or over","Females","Number","224 716",""
"2000","Ireland","Foreign country","Total","Total","Number","254 805",""
"2000","Ireland","Foreign country","Total","Males","Number","124 736",""
"2000","Ireland","Foreign country","Total","Females","Number","130 069",""
"2000","Ireland","Foreign country","Less than 15 years","Total","Number","55 888",""
"2000","Ireland","Foreign country","Less than 15 years","Males","Number","28 275",""
"2000","Ireland","Foreign country","Less than 15 years","Females","Number","27 613",""
"2000","Ireland","Foreign country","From 15 to 64 years","Total","Number","170 318",""
"2000","Ireland","Foreign country","From 15 to 64 years","Males","Number","84 311",""
"2000","Ireland","Foreign country","From 15 to 64 years","Females","Number","86 007",""
"2000","Ireland","Foreign country","65 years or over","Total","Number","28 599",""
"2000","Ireland","Foreign country","65 years or over","Males","Number","12 150",""
"2000","Ireland","Foreign country","65 years or over","Females","Number","16 449",""
"2000","Greece","Total","Total","Total","Number",":",""
"2000","Greece","Total","Total","Males","Number",":",""
"2000","Greece","Total","Total","Females","Number",":",""
"2000","Greece","Total","Less than 15 years","Total","Number",":",""
"2000","Greece","Total","Less than 15 years","Males","Number",":",""
"2000","Greece","Total","Less than 15 years","Females","Number",":",""
"2000","Greece","Total","From 15 to 64 years","Total","Number",":",""
"2000","Greece","Total","From 15 to 64 years","Males","Number",":",""
"2000","Greece","Total","From 15 to 64 years","Females","Number",":",""
"2000","Greece","Total","65 years or over","Total","Number",":",""
"2000","Greece","Total","65 years or over","Males","Number",":",""
"2000","Greece","Total","65 years or over","Females","Number",":",""
"2000","Greece","Reporting country","Total","Total","Number",":",""
"2000","Greece","Reporting country","Total","Males","Number",":",""
"2000","Greece","Reporting country","Total","Females","Number",":",""
"2000","Greece","Reporting country","Less than 15 years","Total","Number",":",""
"2000","Greece","Reporting country","Less than 15 years","Males","Number",":",""
"2000","Greece","Reporting country","Less than 15 years","Females","Number",":",""
"2000","Greece","Reporting country","From 15 to 64 years","Total","Number",":",""
"2000","Greece","Reporting country","From 15 to 64 years","Males","Number",":",""
"2000","Greece","Reporting country","From 15 to 64 years","Females","Number",":",""
"2000","Greece","Reporting country","65 years or over","Total","Number",":",""
"2000","Greece","Reporting country","65 years or over","Males","Number",":",""
"2000","Greece","Reporting country","65 years or over","Females","Number",":",""
"2000","Greece","Foreign country","Total","Total","Number",":",""
"2000","Greece","Foreign country","Total","Males","Number",":",""
"2000","Greece","Foreign country","Total","Females","Number",":",""
"2000","Greece","Foreign country","Less than 15 years","Total","Number",":",""
"2000","Greece","Foreign country","Less than 15 years","Males","Number",":",""
"2000","Greece","Foreign country","Less than 15 years","Females","Number",":",""
"2000","Greece","Foreign country","From 15 to 64 years","Total","Number",":",""
"2000","Greece","Foreign country","From 15 to 64 years","Males","Number",":",""
"2000","Greece","Foreign country","From 15 to 64 years","Females","Number",":",""
"2000","Greece","Foreign country","65 years or over","Total","Number",":",""
"2000","Greece","Foreign country","65 years or over","Males","Number",":",""
"2000","Greece","Foreign country","65 years or over","Females","Number",":",""
"2000","Spain","Total","Total","Total","Number","40 470 182",""
"2000","Spain","Total","Total","Males","Number","19 826 337",""
"2000","Spain","Total","Total","Females","Number","20 643 845",""
"2000","Spain","Total","Less than 15 years","Total","Number","5 991 174",""
"2000","Spain","Total","Less than 15 years","Males","Number","3 078 600",""
"2000","Spain","Total","Less than 15 years","Females","Number","2 912 574",""
"2000","Spain","Total","From 15 to 64 years","Total","Number","27 787 317",""
"2000","Spain","Total","From 15 to 64 years","Males","Number","13 937 438",""
"2000","Spain","Total","From 15 to 64 years","Females","Number","13 849 879",""
"2000","Spain","Total","65 years or over","Total","Number","6 691 691",""
"2000","Spain","Total","65 years or over","Males","Number","2 810 299",""
"2000","Spain","Total","65 years or over","Females","Number","3 881 392",""
"2000","Spain","Reporting country","Total","Total","Number",":",""
"2000","Spain","Reporting country","Total","Males","Number",":",""
"2000","Spain","Reporting country","Total","Females","Number",":",""
"2000","Spain","Reporting country","Less than 15 years","Total","Number",":",""
"2000","Spain","Reporting country","Less than 15 years","Males","Number",":",""
"2000","Spain","Reporting country","Less than 15 years","Females","Number",":",""
"2000","Spain","Reporting country","From 15 to 64 years","Total","Number",":",""
"2000","Spain","Reporting country","From 15 to 64 years","Males","Number",":",""
"2000","Spain","Reporting country","From 15 to 64 years","Females","Number",":",""
"2000","Spain","Reporting country","65 years or over","Total","Number",":",""
"2000","Spain","Reporting country","65 years or over","Males","Number",":",""
"2000","Spain","Reporting country","65 years or over","Females","Number",":",""
"2000","Spain","Foreign country","Total","Total","Number",":",""
"2000","Spain","Foreign country","Total","Males","Number",":",""
"2000","Spain","Foreign country","Total","Females","Number",":",""
"2000","Spain","Foreign country","Less than 15 years","Total","Number",":",""
"2000","Spain","Foreign country","Less than 15 years","Males","Number",":",""
"2000","Spain","Foreign country","Less than 15 years","Females","Number",":",""
"2000","Spain","Foreign country","From 15 to 64 years","Total","Number",":",""
"2000","Spain","Foreign country","From 15 to 64 years","Males","Number",":",""
"2000","Spain","Foreign country","From 15 to 64 years","Females","Number",":",""
"2000","Spain","Foreign country","65 years or over","Total","Number",":",""
"2000","Spain","Foreign country","65 years or over","Males","Number",":",""
"2000","Spain","Foreign country","65 years or over","Females","Number",":",""
"2000","France","Total","Total","Total","Number",":",""
"2000","France","Total","Total","Males","Number",":",""
"2000","France","Total","Total","Females","Number",":",""
"2000","France","Total","Less than 15 years","Total","Number",":",""
"2000","France","Total","Less than 15 years","Males","Number",":",""
"2000","France","Total","Less than 15 years","Females","Number",":",""
"2000","France","Total","From 15 to 64 years","Total","Number",":",""
"2000","France","Total","From 15 to 64 years","Males","Number",":",""
"2000","France","Total","From 15 to 64 years","Females","Number",":",""
"2000","France","Total","65 years or over","Total","Number",":",""
"2000","France","Total","65 years or over","Males","Number",":",""
"2000","France","Total","65 years or over","Females","Number",":",""
"2000","France","Reporting country","Total","Total","Number",":",""
"2000","France","Reporting country","Total","Males","Number",":",""
"2000","France","Reporting country","Total","Females","Number",":",""
"2000","France","Reporting country","Less than 15 years","Total","Number",":",""
"2000","France","Reporting country","Less than 15 years","Males","Number",":",""
"2000","France","Reporting country","Less than 15 years","Females","Number",":",""
"2000","France","Reporting country","From 15 to 64 years","Total","Number",":",""
"2000","France","Reporting country","From 15 to 64 years","Males","Number",":",""
"2000","France","Reporting country","From 15 to 64 years","Females","Number",":",""
"2000","France","Reporting country","65 years or over","Total","Number",":",""
"2000","France","Reporting country","65 years or over","Males","Number",":",""
"2000","France","Reporting country","65 years or over","Females","Number",":",""
"2000","France","Foreign country","Total","Total","Number",":",""
"2000","France","Foreign country","Total","Males","Number",":",""
"2000","France","Foreign country","Total","Females","Number",":",""
"2000","France","Foreign country","Less than 15 years","Total","Number",":",""
"2000","France","Foreign country","Less than 15 years","Males","Number",":",""
"2000","France","Foreign country","Less than 15 years","Females","Number",":",""
"2000","France","Foreign country","From 15 to 64 years","Total","Number",":",""
"2000","France","Foreign country","From 15 to 64 years","Males","Number",":",""
"2000","France","Foreign country","From 15 to 64 years","Females","Number",":",""
"2000","France","Foreign country","65 years or over","Total","Number",":",""
"2000","France","Foreign country","65 years or over","Males","Number",":",""
"2000","France","Foreign country","65 years or over","Females","Number",":",""
"2000","Croatia","Total","Total","Total","Number",":",""
"2000","Croatia","Total","Total","Males","Number",":",""
"2000","Croatia","Total","Total","Females","Number",":",""
"2000","Croatia","Total","Less than 15 years","Total","Number",":",""
"2000","Croatia","Total","Less than 15 years","Males","Number",":",""
"2000","Croatia","Total","Less than 15 years","Females","Number",":",""
"2000","Croatia","Total","From 15 to 64 years","Total","Number",":",""
"2000","Croatia","Total","From 15 to 64 years","Males","Number",":",""
"2000","Croatia","Total","From 15 to 64 years","Females","Number",":",""
"2000","Croatia","Total","65 years or over","Total","Number",":",""
"2000","Croatia","Total","65 years or over","Males","Number",":",""
"2000","Croatia","Total","65 years or over","Females","Number",":",""
"2000","Croatia","Reporting country","Total","Total","Number",":",""
"2000","Croatia","Reporting country","Total","Males","Number",":",""
"2000","Croatia","Reporting country","Total","Females","Number",":",""
"2000","Croatia","Reporting country","Less than 15 years","Total","Number",":",""
"2000","Croatia","Reporting country","Less than 15 years","Males","Number",":",""
"2000","Croatia","Reporting country","Less than 15 years","Females","Number",":",""
"2000","Croatia","Reporting country","From 15 to 64 years","Total","Number",":",""
"2000","Croatia","Reporting country","From 15 to 64 years","Males","Number",":",""
"2000","Croatia","Reporting country","From 15 to 64 years","Females","Number",":",""
"2000","Croatia","Reporting country","65 years or over","Total","Number",":",""
"2000","Croatia","Reporting country","65 years or over","Males","Number",":",""
"2000","Croatia","Reporting country","65 years or over","Females","Number",":",""
"2000","Croatia","Foreign country","Total","Total","Number",":",""
"2000","Croatia","Foreign country","Total","Males","Number",":",""
"2000","Croatia","Foreign country","Total","Females","Number",":",""
"2000","Croatia","Foreign country","Less than 15 years","Total","Number",":",""
"2000","Croatia","Foreign country","Less than 15 years","Males","Number",":",""
"2000","Croatia","Foreign country","Less than 15 years","Females","Number",":",""
"2000","Croatia","Foreign country","From 15 to 64 years","Total","Number",":",""
"2000","Croatia","Foreign country","From 15 to 64 years","Males","Number",":",""
"2000","Croatia","Foreign country","From 15 to 64 years","Females","Number",":",""
"2000","Croatia","Foreign country","65 years or over","Total","Number",":",""
"2000","Croatia","Foreign country","65 years or over","Males","Number",":",""
"2000","Croatia","Foreign country","65 years or over","Females","Number",":",""
"2000","Italy","Total","Total","Total","Number",":",""
"2000","Italy","Total","Total","Males","Number",":",""
"2000","Italy","Total","Total","Females","Number",":",""
"2000","Italy","Total","Less than 15 years","Total","Number",":",""
"2000","Italy","Total","Less than 15 years","Males","Number",":",""
"2000","Italy","Total","Less than 15 years","Females","Number",":",""
"2000","Italy","Total","From 15 to 64 years","Total","Number",":",""
"2000","Italy","Total","From 15 to 64 years","Males","Number",":",""
"2000","Italy","Total","From 15 to 64 years","Females","Number",":",""
"2000","Italy","Total","65 years or over","Total","Number",":",""
"2000","Italy","Total","65 years or over","Males","Number",":",""
"2000","Italy","Total","65 years or over","Females","Number",":",""
"2000","Italy","Reporting country","Total","Total","Number",":",""
"2000","Italy","Reporting country","Total","Males","Number",":",""
"2000","Italy","Reporting country","Total","Females","Number",":",""
"2000","Italy","Reporting country","Less than 15 years","Total","Number",":",""
"2000","Italy","Reporting country","Less than 15 years","Males","Number",":",""
"2000","Italy","Reporting country","Less than 15 years","Females","Number",":",""
"2000","Italy","Reporting country","From 15 to 64 years","Total","Number",":",""
"2000","Italy","Reporting country","From 15 to 64 years","Males","Number",":",""
"2000","Italy","Reporting country","From 15 to 64 years","Females","Number",":",""
"2000","Italy","Reporting country","65 years or over","Total","Number",":",""
"2000","Italy","Reporting country","65 years or over","Males","Number",":",""
"2000","Italy","Reporting country","65 years or over","Females","Number",":",""
"2000","Italy","Foreign country","Total","Total","Number",":",""
"2000","Italy","Foreign country","Total","Males","Number",":",""
"2000","Italy","Foreign country","Total","Females","Number",":",""
"2000","Italy","Foreign country","Less than 15 years","Total","Number",":",""
"2000","Italy","Foreign country","Less than 15 years","Males","Number",":",""
"2000","Italy","Foreign country","Less than 15 years","Females","Number",":",""
"2000","Italy","Foreign country","From 15 to 64 years","Total","Number",":",""
"2000","Italy","Foreign country","From 15 to 64 years","Males","Number",":",""
"2000","Italy","Foreign country","From 15 to 64 years","Females","Number",":",""
"2000","Italy","Foreign country","65 years or over","Total","Number",":",""
"2000","Italy","Foreign country","65 years or over","Males","Number",":",""
"2000","Italy","Foreign country","65 years or over","Females","Number",":",""
"2000","Cyprus","Total","Total","Total","Number",":",""
"2000","Cyprus","Total","Total","Males","Number",":",""
"2000","Cyprus","Total","Total","Females","Number",":",""
