"TIME","GEO","C_BIRTH","AGE","SEX","UNIT","Value","Flag and Footnotes"
"2006","Azerbaijan","Reporting country","65 years or over","Males","Number",":",""
"2006","Azerbaijan","Reporting country","65 years or over","Females","Number",":",""
"2006","Azerbaijan","Foreign country","Total","Total","Number",":",""
"2006","Azerbaijan","Foreign country","Total","Males","Number",":",""
"2006","Azerbaijan","Foreign country","Total","Females","Number",":",""
"2006","Azerbaijan","Foreign country","Less than 15 years","Total","Number",":",""
"2006","Azerbaijan","Foreign country","Less than 15 years","Males","Number",":",""
"2006","Azerbaijan","Foreign country","Less than 15 years","Females","Number",":",""
"2006","Azerbaijan","Foreign country","From 15 to 64 years","Total","Number",":",""
"2006","Azerbaijan","Foreign country","From 15 to 64 years","Males","Number",":",""
"2006","Azerbaijan","Foreign country","From 15 to 64 years","Females","Number",":",""
"2006","Azerbaijan","Foreign country","65 years or over","Total","Number",":",""
"2006","Azerbaijan","Foreign country","65 years or over","Males","Number",":",""
"2006","Azerbaijan","Foreign country","65 years or over","Females","Number",":",""
"2007","Belgium","Total","Total","Total","Number","10 584 534",""
"2007","Belgium","Total","Total","Males","Number","5 181 408",""
"2007","Belgium","Total","Total","Females","Number","5 403 126",""
"2007","Belgium","Total","Less than 15 years","Total","Number",":",""
"2007","Belgium","Total","Less than 15 years","Males","Number",":",""
"2007","Belgium","Total","Less than 15 years","Females","Number",":",""
"2007","Belgium","Total","From 15 to 64 years","Total","Number",":",""
"2007","Belgium","Total","From 15 to 64 years","Males","Number",":",""
"2007","Belgium","Total","From 15 to 64 years","Females","Number",":",""
"2007","Belgium","Total","65 years or over","Total","Number",":",""
"2007","Belgium","Total","65 years or over","Males","Number",":",""
"2007","Belgium","Total","65 years or over","Females","Number",":",""
"2007","Belgium","Reporting country","Total","Total","Number",":",""
"2007","Belgium","Reporting country","Total","Males","Number",":",""
"2007","Belgium","Reporting country","Total","Females","Number",":",""
"2007","Belgium","Reporting country","Less than 15 years","Total","Number",":",""
"2007","Belgium","Reporting country","Less than 15 years","Males","Number",":",""
"2007","Belgium","Reporting country","Less than 15 years","Females","Number",":",""
"2007","Belgium","Reporting country","From 15 to 64 years","Total","Number",":",""
"2007","Belgium","Reporting country","From 15 to 64 years","Males","Number",":",""
"2007","Belgium","Reporting country","From 15 to 64 years","Females","Number",":",""
"2007","Belgium","Reporting country","65 years or over","Total","Number",":",""
"2007","Belgium","Reporting country","65 years or over","Males","Number",":",""
"2007","Belgium","Reporting country","65 years or over","Females","Number",":",""
"2007","Belgium","Foreign country","Total","Total","Number",":",""
"2007","Belgium","Foreign country","Total","Males","Number",":",""
"2007","Belgium","Foreign country","Total","Females","Number",":",""
"2007","Belgium","Foreign country","Less than 15 years","Total","Number",":",""
"2007","Belgium","Foreign country","Less than 15 years","Males","Number",":",""
"2007","Belgium","Foreign country","Less than 15 years","Females","Number",":",""
"2007","Belgium","Foreign country","From 15 to 64 years","Total","Number",":",""
"2007","Belgium","Foreign country","From 15 to 64 years","Males","Number",":",""
"2007","Belgium","Foreign country","From 15 to 64 years","Females","Number",":",""
"2007","Belgium","Foreign country","65 years or over","Total","Number",":",""
"2007","Belgium","Foreign country","65 years or over","Males","Number",":",""
"2007","Belgium","Foreign country","65 years or over","Females","Number",":",""
"2007","Bulgaria","Total","Total","Total","Number",":",""
"2007","Bulgaria","Total","Total","Males","Number",":",""
"2007","Bulgaria","Total","Total","Females","Number",":",""
"2007","Bulgaria","Total","Less than 15 years","Total","Number",":",""
"2007","Bulgaria","Total","Less than 15 years","Males","Number",":",""
"2007","Bulgaria","Total","Less than 15 years","Females","Number",":",""
"2007","Bulgaria","Total","From 15 to 64 years","Total","Number",":",""
"2007","Bulgaria","Total","From 15 to 64 years","Males","Number",":",""
"2007","Bulgaria","Total","From 15 to 64 years","Females","Number",":",""
"2007","Bulgaria","Total","65 years or over","Total","Number",":",""
"2007","Bulgaria","Total","65 years or over","Males","Number",":",""
"2007","Bulgaria","Total","65 years or over","Females","Number",":",""
"2007","Bulgaria","Reporting country","Total","Total","Number",":",""
"2007","Bulgaria","Reporting country","Total","Males","Number",":",""
"2007","Bulgaria","Reporting country","Total","Females","Number",":",""
"2007","Bulgaria","Reporting country","Less than 15 years","Total","Number",":",""
"2007","Bulgaria","Reporting country","Less than 15 years","Males","Number",":",""
"2007","Bulgaria","Reporting country","Less than 15 years","Females","Number",":",""
"2007","Bulgaria","Reporting country","From 15 to 64 years","Total","Number",":",""
"2007","Bulgaria","Reporting country","From 15 to 64 years","Males","Number",":",""
"2007","Bulgaria","Reporting country","From 15 to 64 years","Females","Number",":",""
"2007","Bulgaria","Reporting country","65 years or over","Total","Number",":",""
"2007","Bulgaria","Reporting country","65 years or over","Males","Number",":",""
"2007","Bulgaria","Reporting country","65 years or over","Females","Number",":",""
"2007","Bulgaria","Foreign country","Total","Total","Number",":",""
"2007","Bulgaria","Foreign country","Total","Males","Number",":",""
"2007","Bulgaria","Foreign country","Total","Females","Number",":",""
"2007","Bulgaria","Foreign country","Less than 15 years","Total","Number",":",""
"2007","Bulgaria","Foreign country","Less than 15 years","Males","Number",":",""
"2007","Bulgaria","Foreign country","Less than 15 years","Females","Number",":",""
"2007","Bulgaria","Foreign country","From 15 to 64 years","Total","Number",":",""
"2007","Bulgaria","Foreign country","From 15 to 64 years","Males","Number",":",""
"2007","Bulgaria","Foreign country","From 15 to 64 years","Females","Number",":",""
"2007","Bulgaria","Foreign country","65 years or over","Total","Number",":",""
"2007","Bulgaria","Foreign country","65 years or over","Males","Number",":",""
"2007","Bulgaria","Foreign country","65 years or over","Females","Number",":",""
"2007","Czechia","Total","Total","Total","Number","10 287 189",""
"2007","Czechia","Total","Total","Males","Number","5 026 184",""
"2007","Czechia","Total","Total","Females","Number","5 261 005",""
"2007","Czechia","Total","Less than 15 years","Total","Number","1 479 514",""
"2007","Czechia","Total","Less than 15 years","Males","Number","760 065",""
"2007","Czechia","Total","Less than 15 years","Females","Number","719 449",""
"2007","Czechia","Total","From 15 to 64 years","Total","Number",":",""
"2007","Czechia","Total","From 15 to 64 years","Males","Number",":",""
"2007","Czechia","Total","From 15 to 64 years","Females","Number",":",""
"2007","Czechia","Total","65 years or over","Total","Number","1 482 437",""
"2007","Czechia","Total","65 years or over","Males","Number","582 904",""
"2007","Czechia","Total","65 years or over","Females","Number","899 533",""
"2007","Czechia","Reporting country","Total","Total","Number",":",""
"2007","Czechia","Reporting country","Total","Males","Number",":",""
"2007","Czechia","Reporting country","Total","Females","Number",":",""
"2007","Czechia","Reporting country","Less than 15 years","Total","Number",":",""
"2007","Czechia","Reporting country","Less than 15 years","Males","Number",":",""
"2007","Czechia","Reporting country","Less than 15 years","Females","Number",":",""
"2007","Czechia","Reporting country","From 15 to 64 years","Total","Number",":",""
"2007","Czechia","Reporting country","From 15 to 64 years","Males","Number",":",""
"2007","Czechia","Reporting country","From 15 to 64 years","Females","Number",":",""
"2007","Czechia","Reporting country","65 years or over","Total","Number",":",""
"2007","Czechia","Reporting country","65 years or over","Males","Number",":",""
"2007","Czechia","Reporting country","65 years or over","Females","Number",":",""
"2007","Czechia","Foreign country","Total","Total","Number",":",""
"2007","Czechia","Foreign country","Total","Males","Number",":",""
"2007","Czechia","Foreign country","Total","Females","Number",":",""
"2007","Czechia","Foreign country","Less than 15 years","Total","Number",":",""
"2007","Czechia","Foreign country","Less than 15 years","Males","Number",":",""
"2007","Czechia","Foreign country","Less than 15 years","Females","Number",":",""
"2007","Czechia","Foreign country","From 15 to 64 years","Total","Number",":",""
"2007","Czechia","Foreign country","From 15 to 64 years","Males","Number",":",""
"2007","Czechia","Foreign country","From 15 to 64 years","Females","Number",":",""
"2007","Czechia","Foreign country","65 years or over","Total","Number",":",""
"2007","Czechia","Foreign country","65 years or over","Males","Number",":",""
"2007","Czechia","Foreign country","65 years or over","Females","Number",":",""
"2007","Denmark","Total","Total","Total","Number","5 447 084",""
"2007","Denmark","Total","Total","Males","Number","2 696 662",""
"2007","Denmark","Total","Total","Females","Number","2 750 422",""
"2007","Denmark","Total","Less than 15 years","Total","Number","1 015 879",""
"2007","Denmark","Total","Less than 15 years","Males","Number","520 385",""
"2007","Denmark","Total","Less than 15 years","Females","Number","495 494",""
"2007","Denmark","Total","From 15 to 64 years","Total","Number",":",""
"2007","Denmark","Total","From 15 to 64 years","Males","Number",":",""
"2007","Denmark","Total","From 15 to 64 years","Females","Number",":",""
"2007","Denmark","Total","65 years or over","Total","Number","823 027",""
"2007","Denmark","Total","65 years or over","Males","Number","353 890",""
"2007","Denmark","Total","65 years or over","Females","Number","469 137",""
"2007","Denmark","Reporting country","Total","Total","Number",":",""
"2007","Denmark","Reporting country","Total","Males","Number",":",""
"2007","Denmark","Reporting country","Total","Females","Number",":",""
"2007","Denmark","Reporting country","Less than 15 years","Total","Number",":",""
"2007","Denmark","Reporting country","Less than 15 years","Males","Number",":",""
"2007","Denmark","Reporting country","Less than 15 years","Females","Number",":",""
"2007","Denmark","Reporting country","From 15 to 64 years","Total","Number",":",""
"2007","Denmark","Reporting country","From 15 to 64 years","Males","Number",":",""
"2007","Denmark","Reporting country","From 15 to 64 years","Females","Number",":",""
"2007","Denmark","Reporting country","65 years or over","Total","Number",":",""
"2007","Denmark","Reporting country","65 years or over","Males","Number",":",""
"2007","Denmark","Reporting country","65 years or over","Females","Number",":",""
"2007","Denmark","Foreign country","Total","Total","Number",":",""
"2007","Denmark","Foreign country","Total","Males","Number",":",""
"2007","Denmark","Foreign country","Total","Females","Number",":",""
"2007","Denmark","Foreign country","Less than 15 years","Total","Number",":",""
"2007","Denmark","Foreign country","Less than 15 years","Males","Number",":",""
"2007","Denmark","Foreign country","Less than 15 years","Females","Number",":",""
"2007","Denmark","Foreign country","From 15 to 64 years","Total","Number",":",""
"2007","Denmark","Foreign country","From 15 to 64 years","Males","Number",":",""
"2007","Denmark","Foreign country","From 15 to 64 years","Females","Number",":",""
"2007","Denmark","Foreign country","65 years or over","Total","Number",":",""
"2007","Denmark","Foreign country","65 years or over","Males","Number",":",""
"2007","Denmark","Foreign country","65 years or over","Females","Number",":",""
"2007","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Number","82 314 906",""
"2007","Germany (until 1990 former territory of the FRG)","Total","Total","Males","Number","40 301 166",""
"2007","Germany (until 1990 former territory of the FRG)","Total","Total","Females","Number","42 013 740",""
"2007","Germany (until 1990 former territory of the FRG)","Total","Less than 15 years","Total","Number","11 441 366",""
"2007","Germany (until 1990 former territory of the FRG)","Total","Less than 15 years","Males","Number","5 869 250",""
"2007","Germany (until 1990 former territory of the FRG)","Total","Less than 15 years","Females","Number","5 572 116",""
"2007","Germany (until 1990 former territory of the FRG)","Total","From 15 to 64 years","Total","Number",":",""
"2007","Germany (until 1990 former territory of the FRG)","Total","From 15 to 64 years","Males","Number",":",""
"2007","Germany (until 1990 former territory of the FRG)","Total","From 15 to 64 years","Females","Number",":",""
"2007","Germany (until 1990 former territory of the FRG)","Total","65 years or over","Total","Number","16 299 289",""
"2007","Germany (until 1990 former territory of the FRG)","Total","65 years or over","Males","Number","6 802 581",""
"2007","Germany (until 1990 former territory of the FRG)","Total","65 years or over","Females","Number","9 496 708",""
"2007","Germany (until 1990 former territory of the FRG)","Reporting country","Total","Total","Number",":",""
"2007","Germany (until 1990 former territory of the FRG)","Reporting country","Total","Males","Number",":",""
"2007","Germany (until 1990 former territory of the FRG)","Reporting country","Total","Females","Number",":",""
"2007","Germany (until 1990 former territory of the FRG)","Reporting country","Less than 15 years","Total","Number",":",""
"2007","Germany (until 1990 former territory of the FRG)","Reporting country","Less than 15 years","Males","Number",":",""
"2007","Germany (until 1990 former territory of the FRG)","Reporting country","Less than 15 years","Females","Number",":",""
"2007","Germany (until 1990 former territory of the FRG)","Reporting country","From 15 to 64 years","Total","Number",":",""
"2007","Germany (until 1990 former territory of the FRG)","Reporting country","From 15 to 64 years","Males","Number",":",""
"2007","Germany (until 1990 former territory of the FRG)","Reporting country","From 15 to 64 years","Females","Number",":",""
"2007","Germany (until 1990 former territory of the FRG)","Reporting country","65 years or over","Total","Number",":",""
"2007","Germany (until 1990 former territory of the FRG)","Reporting country","65 years or over","Males","Number",":",""
"2007","Germany (until 1990 former territory of the FRG)","Reporting country","65 years or over","Females","Number",":",""
"2007","Germany (until 1990 former territory of the FRG)","Foreign country","Total","Total","Number",":",""
"2007","Germany (until 1990 former territory of the FRG)","Foreign country","Total","Males","Number",":",""
"2007","Germany (until 1990 former territory of the FRG)","Foreign country","Total","Females","Number",":",""
"2007","Germany (until 1990 former territory of the FRG)","Foreign country","Less than 15 years","Total","Number",":",""
"2007","Germany (until 1990 former territory of the FRG)","Foreign country","Less than 15 years","Males","Number",":",""
"2007","Germany (until 1990 former territory of the FRG)","Foreign country","Less than 15 years","Females","Number",":",""
"2007","Germany (until 1990 former territory of the FRG)","Foreign country","From 15 to 64 years","Total","Number",":",""
"2007","Germany (until 1990 former territory of the FRG)","Foreign country","From 15 to 64 years","Males","Number",":",""
"2007","Germany (until 1990 former territory of the FRG)","Foreign country","From 15 to 64 years","Females","Number",":",""
"2007","Germany (until 1990 former territory of the FRG)","Foreign country","65 years or over","Total","Number",":",""
"2007","Germany (until 1990 former territory of the FRG)","Foreign country","65 years or over","Males","Number",":",""
"2007","Germany (until 1990 former territory of the FRG)","Foreign country","65 years or over","Females","Number",":",""
"2007","Estonia","Total","Total","Total","Number","1 342 409",""
"2007","Estonia","Total","Total","Males","Number",":",""
"2007","Estonia","Total","Total","Females","Number",":",""
"2007","Estonia","Total","Less than 15 years","Total","Number",":",""
"2007","Estonia","Total","Less than 15 years","Males","Number",":",""
"2007","Estonia","Total","Less than 15 years","Females","Number",":",""
"2007","Estonia","Total","From 15 to 64 years","Total","Number",":",""
"2007","Estonia","Total","From 15 to 64 years","Males","Number",":",""
"2007","Estonia","Total","From 15 to 64 years","Females","Number",":",""
"2007","Estonia","Total","65 years or over","Total","Number",":",""
"2007","Estonia","Total","65 years or over","Males","Number",":",""
"2007","Estonia","Total","65 years or over","Females","Number",":",""
"2007","Estonia","Reporting country","Total","Total","Number",":",""
"2007","Estonia","Reporting country","Total","Males","Number",":",""
"2007","Estonia","Reporting country","Total","Females","Number",":",""
"2007","Estonia","Reporting country","Less than 15 years","Total","Number",":",""
"2007","Estonia","Reporting country","Less than 15 years","Males","Number",":",""
"2007","Estonia","Reporting country","Less than 15 years","Females","Number",":",""
"2007","Estonia","Reporting country","From 15 to 64 years","Total","Number",":",""
"2007","Estonia","Reporting country","From 15 to 64 years","Males","Number",":",""
"2007","Estonia","Reporting country","From 15 to 64 years","Females","Number",":",""
"2007","Estonia","Reporting country","65 years or over","Total","Number",":",""
"2007","Estonia","Reporting country","65 years or over","Males","Number",":",""
"2007","Estonia","Reporting country","65 years or over","Females","Number",":",""
"2007","Estonia","Foreign country","Total","Total","Number",":",""
"2007","Estonia","Foreign country","Total","Males","Number",":",""
"2007","Estonia","Foreign country","Total","Females","Number",":",""
"2007","Estonia","Foreign country","Less than 15 years","Total","Number",":",""
"2007","Estonia","Foreign country","Less than 15 years","Males","Number",":",""
"2007","Estonia","Foreign country","Less than 15 years","Females","Number",":",""
"2007","Estonia","Foreign country","From 15 to 64 years","Total","Number",":",""
"2007","Estonia","Foreign country","From 15 to 64 years","Males","Number",":",""
"2007","Estonia","Foreign country","From 15 to 64 years","Females","Number",":",""
"2007","Estonia","Foreign country","65 years or over","Total","Number",":",""
"2007","Estonia","Foreign country","65 years or over","Males","Number",":",""
"2007","Estonia","Foreign country","65 years or over","Females","Number",":",""
"2007","Ireland","Total","Total","Total","Number","4 340 118","b"
"2007","Ireland","Total","Total","Males","Number","2 172 790","b"
"2007","Ireland","Total","Total","Females","Number","2 167 328","b"
"2007","Ireland","Total","Less than 15 years","Total","Number","879 401","b"
"2007","Ireland","Total","Less than 15 years","Males","Number","450 748","b"
"2007","Ireland","Total","Less than 15 years","Females","Number","428 653","b"
"2007","Ireland","Total","From 15 to 64 years","Total","Number","2 991 859","b"
"2007","Ireland","Total","From 15 to 64 years","Males","Number","1 513 536","b"
"2007","Ireland","Total","From 15 to 64 years","Females","Number","1 478 323","b"
"2007","Ireland","Total","65 years or over","Total","Number","468 858","b"
"2007","Ireland","Total","65 years or over","Males","Number","208 506","b"
"2007","Ireland","Total","65 years or over","Females","Number","260 352","b"
"2007","Ireland","Reporting country","Total","Total","Number","3 675 880",""
"2007","Ireland","Reporting country","Total","Males","Number","1 828 801",""
"2007","Ireland","Reporting country","Total","Females","Number","1 847 079",""
"2007","Ireland","Reporting country","Less than 15 years","Total","Number","794 703",""
"2007","Ireland","Reporting country","Less than 15 years","Males","Number","408 592",""
"2007","Ireland","Reporting country","Less than 15 years","Females","Number","386 111",""
"2007","Ireland","Reporting country","From 15 to 64 years","Total","Number","2 437 659",""
"2007","Ireland","Reporting country","From 15 to 64 years","Males","Number","1 223 192",""
"2007","Ireland","Reporting country","From 15 to 64 years","Females","Number","1 214 467",""
"2007","Ireland","Reporting country","65 years or over","Total","Number","443 518",""
"2007","Ireland","Reporting country","65 years or over","Males","Number","197 017",""
"2007","Ireland","Reporting country","65 years or over","Females","Number","246 501",""
"2007","Ireland","Foreign country","Total","Total","Number","664 238",""
"2007","Ireland","Foreign country","Total","Males","Number","343 989",""
"2007","Ireland","Foreign country","Total","Females","Number","320 249",""
"2007","Ireland","Foreign country","Less than 15 years","Total","Number","84 698",""
"2007","Ireland","Foreign country","Less than 15 years","Males","Number","42 156",""
"2007","Ireland","Foreign country","Less than 15 years","Females","Number","42 542",""
"2007","Ireland","Foreign country","From 15 to 64 years","Total","Number","554 200",""
"2007","Ireland","Foreign country","From 15 to 64 years","Males","Number","290 344",""
"2007","Ireland","Foreign country","From 15 to 64 years","Females","Number","263 856",""
"2007","Ireland","Foreign country","65 years or over","Total","Number","25 340",""
"2007","Ireland","Foreign country","65 years or over","Males","Number","11 489",""
"2007","Ireland","Foreign country","65 years or over","Females","Number","13 851",""
"2007","Greece","Total","Total","Total","Number","11 171 740",""
"2007","Greece","Total","Total","Males","Number",":",""
"2007","Greece","Total","Total","Females","Number",":",""
"2007","Greece","Total","Less than 15 years","Total","Number",":",""
"2007","Greece","Total","Less than 15 years","Males","Number",":",""
"2007","Greece","Total","Less than 15 years","Females","Number",":",""
"2007","Greece","Total","From 15 to 64 years","Total","Number",":",""
"2007","Greece","Total","From 15 to 64 years","Males","Number",":",""
"2007","Greece","Total","From 15 to 64 years","Females","Number",":",""
"2007","Greece","Total","65 years or over","Total","Number",":",""
"2007","Greece","Total","65 years or over","Males","Number",":",""
"2007","Greece","Total","65 years or over","Females","Number",":",""
"2007","Greece","Reporting country","Total","Total","Number",":",""
"2007","Greece","Reporting country","Total","Males","Number",":",""
"2007","Greece","Reporting country","Total","Females","Number",":",""
"2007","Greece","Reporting country","Less than 15 years","Total","Number",":",""
"2007","Greece","Reporting country","Less than 15 years","Males","Number",":",""
"2007","Greece","Reporting country","Less than 15 years","Females","Number",":",""
"2007","Greece","Reporting country","From 15 to 64 years","Total","Number",":",""
"2007","Greece","Reporting country","From 15 to 64 years","Males","Number",":",""
"2007","Greece","Reporting country","From 15 to 64 years","Females","Number",":",""
"2007","Greece","Reporting country","65 years or over","Total","Number",":",""
"2007","Greece","Reporting country","65 years or over","Males","Number",":",""
"2007","Greece","Reporting country","65 years or over","Females","Number",":",""
"2007","Greece","Foreign country","Total","Total","Number",":",""
"2007","Greece","Foreign country","Total","Males","Number",":",""
"2007","Greece","Foreign country","Total","Females","Number",":",""
"2007","Greece","Foreign country","Less than 15 years","Total","Number",":",""
"2007","Greece","Foreign country","Less than 15 years","Males","Number",":",""
"2007","Greece","Foreign country","Less than 15 years","Females","Number",":",""
"2007","Greece","Foreign country","From 15 to 64 years","Total","Number",":",""
"2007","Greece","Foreign country","From 15 to 64 years","Males","Number",":",""
"2007","Greece","Foreign country","From 15 to 64 years","Females","Number",":",""
"2007","Greece","Foreign country","65 years or over","Total","Number",":",""
"2007","Greece","Foreign country","65 years or over","Males","Number",":",""
"2007","Greece","Foreign country","65 years or over","Females","Number",":",""
"2007","Spain","Total","Total","Total","Number","44 784 658",""
"2007","Spain","Total","Total","Males","Number","22 118 969",""
"2007","Spain","Total","Total","Females","Number","22 665 689",""
"2007","Spain","Total","Less than 15 years","Total","Number","6 525 787",""
"2007","Spain","Total","Less than 15 years","Males","Number","3 353 515",""
"2007","Spain","Total","Less than 15 years","Females","Number","3 172 272",""
"2007","Spain","Total","From 15 to 64 years","Total","Number","30 851 712",""
"2007","Spain","Total","From 15 to 64 years","Males","Number","15 632 142",""
"2007","Spain","Total","From 15 to 64 years","Females","Number","15 219 570",""
"2007","Spain","Total","65 years or over","Total","Number","7 407 159",""
"2007","Spain","Total","65 years or over","Males","Number","3 133 312",""
"2007","Spain","Total","65 years or over","Females","Number","4 273 847",""
"2007","Spain","Reporting country","Total","Total","Number","39 584 598",""
"2007","Spain","Reporting country","Total","Males","Number","19 407 022",""
"2007","Spain","Reporting country","Total","Females","Number","20 177 576",""
"2007","Spain","Reporting country","Less than 15 years","Total","Number","6 000 619",""
"2007","Spain","Reporting country","Less than 15 years","Males","Number","3 087 399",""
"2007","Spain","Reporting country","Less than 15 years","Females","Number","2 913 220",""
"2007","Spain","Reporting country","From 15 to 64 years","Total","Number","26 456 670",""
"2007","Spain","Reporting country","From 15 to 64 years","Males","Number","13 318 390",""
"2007","Spain","Reporting country","From 15 to 64 years","Females","Number","13 138 280",""
"2007","Spain","Reporting country","65 years or over","Total","Number","7 127 309",""
"2007","Spain","Reporting country","65 years or over","Males","Number","3 001 233",""
"2007","Spain","Reporting country","65 years or over","Females","Number","4 126 076",""
"2007","Spain","Foreign country","Total","Total","Number","5 200 060",""
"2007","Spain","Foreign country","Total","Males","Number","2 711 947",""
"2007","Spain","Foreign country","Total","Females","Number","2 488 113",""
"2007","Spain","Foreign country","Less than 15 years","Total","Number","525 168",""
"2007","Spain","Foreign country","Less than 15 years","Males","Number","266 116",""
"2007","Spain","Foreign country","Less than 15 years","Females","Number","259 052",""
"2007","Spain","Foreign country","From 15 to 64 years","Total","Number","4 395 042",""
"2007","Spain","Foreign country","From 15 to 64 years","Males","Number","2 313 752",""
"2007","Spain","Foreign country","From 15 to 64 years","Females","Number","2 081 290",""
"2007","Spain","Foreign country","65 years or over","Total","Number","279 850",""
"2007","Spain","Foreign country","65 years or over","Males","Number","132 079",""
"2007","Spain","Foreign country","65 years or over","Females","Number","147 771",""
"2007","France","Total","Total","Total","Number","63 645 065","b"
"2007","France","Total","Total","Males","Number","30 803 231",""
"2007","France","Total","Total","Females","Number","32 841 834",""
"2007","France","Total","Less than 15 years","Total","Number","11 786 419",""
"2007","France","Total","Less than 15 years","Males","Number","6 033 914",""
"2007","France","Total","Less than 15 years","Females","Number","5 752 505",""
"2007","France","Total","From 15 to 64 years","Total","Number","41 469 032",""
"2007","France","Total","From 15 to 64 years","Males","Number","20 520 972",""
"2007","France","Total","From 15 to 64 years","Females","Number","20 948 060",""
"2007","France","Total","65 years or over","Total","Number","10 389 614",""
"2007","France","Total","65 years or over","Males","Number","4 248 345",""
"2007","France","Total","65 years or over","Females","Number","6 141 269",""
"2007","France","Reporting country","Total","Total","Number","56 631 823",""
"2007","France","Reporting country","Total","Males","Number","27 381 327",""
"2007","France","Reporting country","Total","Females","Number","29 250 496",""
"2007","France","Reporting country","Less than 15 years","Total","Number","11 391 518",""
"2007","France","Reporting country","Less than 15 years","Males","Number","5 835 469",""
"2007","France","Reporting country","Less than 15 years","Females","Number","5 556 049",""
"2007","France","Reporting country","From 15 to 64 years","Total","Number","36 149 657",""
"2007","France","Reporting country","From 15 to 64 years","Males","Number","17 900 555",""
"2007","France","Reporting country","From 15 to 64 years","Females","Number","18 249 102",""
"2007","France","Reporting country","65 years or over","Total","Number","9 090 648",""
"2007","France","Reporting country","65 years or over","Males","Number","3 645 303",""
"2007","France","Reporting country","65 years or over","Females","Number","5 445 345",""
"2007","France","Foreign country","Total","Total","Number","7 013 242",""
"2007","France","Foreign country","Total","Males","Number","3 421 904",""
"2007","France","Foreign country","Total","Females","Number","3 591 338",""
"2007","France","Foreign country","Less than 15 years","Total","Number","394 901",""
"2007","France","Foreign country","Less than 15 years","Males","Number","198 445",""
"2007","France","Foreign country","Less than 15 years","Females","Number","196 456",""
"2007","France","Foreign country","From 15 to 64 years","Total","Number","5 319 375",""
"2007","France","Foreign country","From 15 to 64 years","Males","Number","2 620 417",""
"2007","France","Foreign country","From 15 to 64 years","Females","Number","2 698 958",""
"2007","France","Foreign country","65 years or over","Total","Number","1 298 966",""
"2007","France","Foreign country","65 years or over","Males","Number","603 042",""
"2007","France","Foreign country","65 years or over","Females","Number","695 924",""
"2007","Croatia","Total","Total","Total","Number",":",""
"2007","Croatia","Total","Total","Males","Number",":",""
"2007","Croatia","Total","Total","Females","Number",":",""
"2007","Croatia","Total","Less than 15 years","Total","Number",":",""
"2007","Croatia","Total","Less than 15 years","Males","Number",":",""
"2007","Croatia","Total","Less than 15 years","Females","Number",":",""
"2007","Croatia","Total","From 15 to 64 years","Total","Number",":",""
"2007","Croatia","Total","From 15 to 64 years","Males","Number",":",""
"2007","Croatia","Total","From 15 to 64 years","Females","Number",":",""
"2007","Croatia","Total","65 years or over","Total","Number",":",""
"2007","Croatia","Total","65 years or over","Males","Number",":",""
"2007","Croatia","Total","65 years or over","Females","Number",":",""
"2007","Croatia","Reporting country","Total","Total","Number",":",""
"2007","Croatia","Reporting country","Total","Males","Number",":",""
"2007","Croatia","Reporting country","Total","Females","Number",":",""
"2007","Croatia","Reporting country","Less than 15 years","Total","Number",":",""
"2007","Croatia","Reporting country","Less than 15 years","Males","Number",":",""
"2007","Croatia","Reporting country","Less than 15 years","Females","Number",":",""
"2007","Croatia","Reporting country","From 15 to 64 years","Total","Number",":",""
"2007","Croatia","Reporting country","From 15 to 64 years","Males","Number",":",""
"2007","Croatia","Reporting country","From 15 to 64 years","Females","Number",":",""
"2007","Croatia","Reporting country","65 years or over","Total","Number",":",""
"2007","Croatia","Reporting country","65 years or over","Males","Number",":",""
"2007","Croatia","Reporting country","65 years or over","Females","Number",":",""
"2007","Croatia","Foreign country","Total","Total","Number",":",""
"2007","Croatia","Foreign country","Total","Males","Number",":",""
"2007","Croatia","Foreign country","Total","Females","Number",":",""
"2007","Croatia","Foreign country","Less than 15 years","Total","Number",":",""
"2007","Croatia","Foreign country","Less than 15 years","Males","Number",":",""
"2007","Croatia","Foreign country","Less than 15 years","Females","Number",":",""
"2007","Croatia","Foreign country","From 15 to 64 years","Total","Number",":",""
"2007","Croatia","Foreign country","From 15 to 64 years","Males","Number",":",""
"2007","Croatia","Foreign country","From 15 to 64 years","Females","Number",":",""
"2007","Croatia","Foreign country","65 years or over","Total","Number",":",""
"2007","Croatia","Foreign country","65 years or over","Males","Number",":",""
"2007","Croatia","Foreign country","65 years or over","Females","Number",":",""
"2007","Italy","Total","Total","Total","Number","59 131 287",""
"2007","Italy","Total","Total","Males","Number","28 718 441",""
"2007","Italy","Total","Total","Females","Number","30 412 846",""
"2007","Italy","Total","Less than 15 years","Total","Number",":",""
"2007","Italy","Total","Less than 15 years","Males","Number",":",""
"2007","Italy","Total","Less than 15 years","Females","Number",":",""
"2007","Italy","Total","From 15 to 64 years","Total","Number",":",""
"2007","Italy","Total","From 15 to 64 years","Males","Number",":",""
"2007","Italy","Total","From 15 to 64 years","Females","Number",":",""
"2007","Italy","Total","65 years or over","Total","Number",":",""
"2007","Italy","Total","65 years or over","Males","Number",":",""
"2007","Italy","Total","65 years or over","Females","Number",":",""
"2007","Italy","Reporting country","Total","Total","Number",":",""
"2007","Italy","Reporting country","Total","Males","Number",":",""
