"TIME","GEO","CITIZEN","AGEDEF","AGE","UNIT","SEX","Value","Flag and Footnotes"
"2017","Estonia","Total","Age reached during the year","Total","Number","Total","12 358",""
"2017","Estonia","Total","Age reached during the year","Less than 15 years","Number","Total","1 022",""
"2017","Estonia","Total","Age reached during the year","From 15 to 64 years","Number","Total","10 903",""
"2017","Estonia","Total","Age reached during the year","65 years or over","Number","Total","433",""
"2017","Ireland","Total","Age reached during the year","Total","Number","Total","64 068",""
"2017","Ireland","Total","Age reached during the year","Less than 15 years","Number","Total",":",""
"2017","Ireland","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
"2017","Ireland","Total","Age reached during the year","65 years or over","Number","Total",":",""
"2017","Greece","Total","Age reached during the year","Total","Number","Total","103 327",""
"2017","Greece","Total","Age reached during the year","Less than 15 years","Number","Total",":",""
"2017","Greece","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
"2017","Greece","Total","Age reached during the year","65 years or over","Number","Total",":",""
"2017","Spain","Total","Age reached during the year","Total","Number","Total","368 860",""
"2017","Spain","Total","Age reached during the year","Less than 15 years","Number","Total","40 139",""
"2017","Spain","Total","Age reached during the year","From 15 to 64 years","Number","Total","293 347",""
"2017","Spain","Total","Age reached during the year","65 years or over","Number","Total","35 374",""
"2017","France","Total","Age reached during the year","Total","Number","Total","215 470",""
"2017","France","Total","Age reached during the year","Less than 15 years","Number","Total",":",""
"2017","France","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
"2017","France","Total","Age reached during the year","65 years or over","Number","Total",":",""
"2017","Croatia","Total","Age reached during the year","Total","Number","Total","47 352",""
"2017","Croatia","Total","Age reached during the year","Less than 15 years","Number","Total","6 607",""
"2017","Croatia","Total","Age reached during the year","From 15 to 64 years","Number","Total","38 327",""
"2017","Croatia","Total","Age reached during the year","65 years or over","Number","Total","2 418",""
"2017","Italy","Total","Age reached during the year","Total","Number","Total","155 110",""
"2017","Italy","Total","Age reached during the year","Less than 15 years","Number","Total","23 923",""
"2017","Italy","Total","Age reached during the year","From 15 to 64 years","Number","Total","122 459",""
"2017","Italy","Total","Age reached during the year","65 years or over","Number","Total","8 728",""
"2017","Cyprus","Total","Age reached during the year","Total","Number","Total","15 105",""
"2017","Cyprus","Total","Age reached during the year","Less than 15 years","Number","Total","704",""
"2017","Cyprus","Total","Age reached during the year","From 15 to 64 years","Number","Total","14 182",""
"2017","Cyprus","Total","Age reached during the year","65 years or over","Number","Total","219",""
"2017","Latvia","Total","Age reached during the year","Total","Number","Total","17 724",""
"2017","Latvia","Total","Age reached during the year","Less than 15 years","Number","Total","2 264",""
"2017","Latvia","Total","Age reached during the year","From 15 to 64 years","Number","Total","14 849",""
"2017","Latvia","Total","Age reached during the year","65 years or over","Number","Total","611",""
"2017","Lithuania","Total","Age reached during the year","Total","Number","Total","47 925",""
"2017","Lithuania","Total","Age reached during the year","Less than 15 years","Number","Total","5 175",""
"2017","Lithuania","Total","Age reached during the year","From 15 to 64 years","Number","Total","42 346",""
"2017","Lithuania","Total","Age reached during the year","65 years or over","Number","Total","404",""
"2017","Luxembourg","Total","Age reached during the year","Total","Number","Total","13 831",""
"2017","Luxembourg","Total","Age reached during the year","Less than 15 years","Number","Total","1 902",""
"2017","Luxembourg","Total","Age reached during the year","From 15 to 64 years","Number","Total","11 296",""
"2017","Luxembourg","Total","Age reached during the year","65 years or over","Number","Total","633",""
"2017","Hungary","Total","Age reached during the year","Total","Number","Total","39 829",""
"2017","Hungary","Total","Age reached during the year","Less than 15 years","Number","Total","1 430",""
"2017","Hungary","Total","Age reached during the year","From 15 to 64 years","Number","Total","37 255",""
"2017","Hungary","Total","Age reached during the year","65 years or over","Number","Total","1 144",""
"2017","Malta","Total","Age reached during the year","Total","Number","Total","7 020",""
"2017","Malta","Total","Age reached during the year","Less than 15 years","Number","Total",":",""
"2017","Malta","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
"2017","Malta","Total","Age reached during the year","65 years or over","Number","Total",":",""
"2017","Netherlands","Total","Age reached during the year","Total","Number","Total","108 231",""
"2017","Netherlands","Total","Age reached during the year","Less than 15 years","Number","Total","14 072",""
"2017","Netherlands","Total","Age reached during the year","From 15 to 64 years","Number","Total","90 318",""
"2017","Netherlands","Total","Age reached during the year","65 years or over","Number","Total","3 841",""
"2017","Austria","Total","Age reached during the year","Total","Number","Total","66 144",""
"2017","Austria","Total","Age reached during the year","Less than 15 years","Number","Total",":",""
"2017","Austria","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
"2017","Austria","Total","Age reached during the year","65 years or over","Number","Total",":",""
"2017","Poland","Total","Age reached during the year","Total","Number","Total","218 492","ep"
"2017","Poland","Total","Age reached during the year","Less than 15 years","Number","Total","29 319","ep"
"2017","Poland","Total","Age reached during the year","From 15 to 64 years","Number","Total","178 845","ep"
"2017","Poland","Total","Age reached during the year","65 years or over","Number","Total","10 328","ep"
"2017","Portugal","Total","Age reached during the year","Total","Number","Total","31 753","e"
"2017","Portugal","Total","Age reached during the year","Less than 15 years","Number","Total","1 473","e"
"2017","Portugal","Total","Age reached during the year","From 15 to 64 years","Number","Total","30 090","e"
"2017","Portugal","Total","Age reached during the year","65 years or over","Number","Total","190","e"
"2017","Romania","Total","Age reached during the year","Total","Number","Total","242 193","e"
"2017","Romania","Total","Age reached during the year","Less than 15 years","Number","Total",":",""
"2017","Romania","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
"2017","Romania","Total","Age reached during the year","65 years or over","Number","Total",":",""
"2017","Slovenia","Total","Age reached during the year","Total","Number","Total","17 555",""
"2017","Slovenia","Total","Age reached during the year","Less than 15 years","Number","Total",":",""
"2017","Slovenia","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
"2017","Slovenia","Total","Age reached during the year","65 years or over","Number","Total",":",""
"2017","Slovakia","Total","Age reached during the year","Total","Number","Total","3 466",""
"2017","Slovakia","Total","Age reached during the year","Less than 15 years","Number","Total","613",""
"2017","Slovakia","Total","Age reached during the year","From 15 to 64 years","Number","Total","2 768",""
"2017","Slovakia","Total","Age reached during the year","65 years or over","Number","Total","85",""
"2017","Finland","Total","Age reached during the year","Total","Number","Total","16 973",""
"2017","Finland","Total","Age reached during the year","Less than 15 years","Number","Total","2 152",""
"2017","Finland","Total","Age reached during the year","From 15 to 64 years","Number","Total","14 127",""
"2017","Finland","Total","Age reached during the year","65 years or over","Number","Total","694",""
"2017","Sweden","Total","Age reached during the year","Total","Number","Total","45 620",""
"2017","Sweden","Total","Age reached during the year","Less than 15 years","Number","Total","8 343",""
"2017","Sweden","Total","Age reached during the year","From 15 to 64 years","Number","Total","35 130",""
"2017","Sweden","Total","Age reached during the year","65 years or over","Number","Total","2 147",""
"2017","Iceland","Total","Age reached during the year","Total","Number","Total","3 641",""
"2017","Iceland","Total","Age reached during the year","Less than 15 years","Number","Total","587",""
"2017","Iceland","Total","Age reached during the year","From 15 to 64 years","Number","Total","2 958",""
"2017","Iceland","Total","Age reached during the year","65 years or over","Number","Total","96",""
"2017","Liechtenstein","Total","Age reached during the year","Total","Number","Total","426",""
"2017","Liechtenstein","Total","Age reached during the year","Less than 15 years","Number","Total","43",""
"2017","Liechtenstein","Total","Age reached during the year","From 15 to 64 years","Number","Total","361",""
"2017","Liechtenstein","Total","Age reached during the year","65 years or over","Number","Total","22",""
"2017","Norway","Total","Age reached during the year","Total","Number","Total","31 963",""
"2017","Norway","Total","Age reached during the year","Less than 15 years","Number","Total","5 771",""
"2017","Norway","Total","Age reached during the year","From 15 to 64 years","Number","Total","25 319",""
"2017","Norway","Total","Age reached during the year","65 years or over","Number","Total","873",""
"2017","Switzerland","Total","Age reached during the year","Total","Number","Total","124 997",""
"2017","Switzerland","Total","Age reached during the year","Less than 15 years","Number","Total","14 889",""
"2017","Switzerland","Total","Age reached during the year","From 15 to 64 years","Number","Total","101 847",""
"2017","Switzerland","Total","Age reached during the year","65 years or over","Number","Total","8 261",""
"2017","United Kingdom","Total","Age reached during the year","Total","Number","Total","359 665",""
"2017","United Kingdom","Total","Age reached during the year","Less than 15 years","Number","Total",":",""
"2017","United Kingdom","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
"2017","United Kingdom","Total","Age reached during the year","65 years or over","Number","Total",":",""
"2017","North Macedonia","Total","Age reached during the year","Total","Number","Total","424",""
"2017","North Macedonia","Total","Age reached during the year","Less than 15 years","Number","Total","18",""
"2017","North Macedonia","Total","Age reached during the year","From 15 to 64 years","Number","Total","377",""
"2017","North Macedonia","Total","Age reached during the year","65 years or over","Number","Total","29",""
"2017","Belarus","Total","Age reached during the year","Total","Number","Total",":",""
"2017","Belarus","Total","Age reached during the year","Less than 15 years","Number","Total",":",""
"2017","Belarus","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
"2017","Belarus","Total","Age reached during the year","65 years or over","Number","Total",":",""
"2017","Moldova","Total","Age reached during the year","Total","Number","Total",":",""
"2017","Moldova","Total","Age reached during the year","Less than 15 years","Number","Total",":",""
"2017","Moldova","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
"2017","Moldova","Total","Age reached during the year","65 years or over","Number","Total",":",""
"2017","Russia","Total","Age reached during the year","Total","Number","Total",":",""
"2017","Russia","Total","Age reached during the year","Less than 15 years","Number","Total",":",""
"2017","Russia","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
"2017","Russia","Total","Age reached during the year","65 years or over","Number","Total",":",""
"2017","San Marino","Total","Age reached during the year","Total","Number","Total",":",""
"2017","San Marino","Total","Age reached during the year","Less than 15 years","Number","Total",":",""
"2017","San Marino","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
"2017","San Marino","Total","Age reached during the year","65 years or over","Number","Total",":",""
"2017","Kyrgyzstan","Total","Age reached during the year","Total","Number","Total",":",""
"2017","Kyrgyzstan","Total","Age reached during the year","Less than 15 years","Number","Total",":",""
"2017","Kyrgyzstan","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
"2017","Kyrgyzstan","Total","Age reached during the year","65 years or over","Number","Total",":",""
"2017","Tajikistan","Total","Age reached during the year","Total","Number","Total",":",""
"2017","Tajikistan","Total","Age reached during the year","Less than 15 years","Number","Total",":",""
"2017","Tajikistan","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
"2017","Tajikistan","Total","Age reached during the year","65 years or over","Number","Total",":",""
"2017","Uzbekistan","Total","Age reached during the year","Total","Number","Total",":",""
"2017","Uzbekistan","Total","Age reached during the year","Less than 15 years","Number","Total",":",""
"2017","Uzbekistan","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
"2017","Uzbekistan","Total","Age reached during the year","65 years or over","Number","Total",":",""
"2017","Armenia","Total","Age reached during the year","Total","Number","Total",":",""
"2017","Armenia","Total","Age reached during the year","Less than 15 years","Number","Total",":",""
"2017","Armenia","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
"2017","Armenia","Total","Age reached during the year","65 years or over","Number","Total",":",""
"2017","Azerbaijan","Total","Age reached during the year","Total","Number","Total",":",""
"2017","Azerbaijan","Total","Age reached during the year","Less than 15 years","Number","Total",":",""
"2017","Azerbaijan","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
"2017","Azerbaijan","Total","Age reached during the year","65 years or over","Number","Total",":",""
"2018","Belgium","Total","Age reached during the year","Total","Number","Total","88 935",""
"2018","Belgium","Total","Age reached during the year","Less than 15 years","Number","Total","12 621",""
"2018","Belgium","Total","Age reached during the year","From 15 to 64 years","Number","Total","71 256",""
"2018","Belgium","Total","Age reached during the year","65 years or over","Number","Total","5 058",""
"2018","Bulgaria","Total","Age reached during the year","Total","Number","Total","33 225","p"
"2018","Bulgaria","Total","Age reached during the year","Less than 15 years","Number","Total","3 030","p"
"2018","Bulgaria","Total","Age reached during the year","From 15 to 64 years","Number","Total","28 126","p"
"2018","Bulgaria","Total","Age reached during the year","65 years or over","Number","Total","2 069","p"
"2018","Czechia","Total","Age reached during the year","Total","Number","Total","26 742",""
"2018","Czechia","Total","Age reached during the year","Less than 15 years","Number","Total","1 737",""
"2018","Czechia","Total","Age reached during the year","From 15 to 64 years","Number","Total","24 132",""
"2018","Czechia","Total","Age reached during the year","65 years or over","Number","Total","873",""
"2018","Denmark","Total","Age reached during the year","Total","Number","Total","60 381",""
"2018","Denmark","Total","Age reached during the year","Less than 15 years","Number","Total","6 328",""
"2018","Denmark","Total","Age reached during the year","From 15 to 64 years","Number","Total","53 168",""
"2018","Denmark","Total","Age reached during the year","65 years or over","Number","Total","885",""
"2018","Germany (until 1990 former territory of the FRG)","Total","Age reached during the year","Total","Number","Total","540 415","e"
"2018","Germany (until 1990 former territory of the FRG)","Total","Age reached during the year","Less than 15 years","Number","Total","59 770","e"
"2018","Germany (until 1990 former territory of the FRG)","Total","Age reached during the year","From 15 to 64 years","Number","Total","455 679","e"
"2018","Germany (until 1990 former territory of the FRG)","Total","Age reached during the year","65 years or over","Number","Total","24 966","e"
"2018","Estonia","Total","Age reached during the year","Total","Number","Total","10 476",""
"2018","Estonia","Total","Age reached during the year","Less than 15 years","Number","Total","1 074",""
"2018","Estonia","Total","Age reached during the year","From 15 to 64 years","Number","Total","9 091",""
"2018","Estonia","Total","Age reached during the year","65 years or over","Number","Total","311",""
"2018","Ireland","Total","Age reached during the year","Total","Number","Total","53 735",""
"2018","Ireland","Total","Age reached during the year","Less than 15 years","Number","Total",":",""
"2018","Ireland","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
"2018","Ireland","Total","Age reached during the year","65 years or over","Number","Total",":",""
"2018","Greece","Total","Age reached during the year","Total","Number","Total","103 049",""
"2018","Greece","Total","Age reached during the year","Less than 15 years","Number","Total",":",""
"2018","Greece","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
"2018","Greece","Total","Age reached during the year","65 years or over","Number","Total",":",""
"2018","Spain","Total","Age reached during the year","Total","Number","Total","309 526",""
"2018","Spain","Total","Age reached during the year","Less than 15 years","Number","Total","33 799",""
"2018","Spain","Total","Age reached during the year","From 15 to 64 years","Number","Total","245 854",""
"2018","Spain","Total","Age reached during the year","65 years or over","Number","Total","29 873",""
"2018","France","Total","Age reached during the year","Total","Number","Total","300 668","p"
"2018","France","Total","Age reached during the year","Less than 15 years","Number","Total",":",""
"2018","France","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
"2018","France","Total","Age reached during the year","65 years or over","Number","Total",":",""
"2018","Croatia","Total","Age reached during the year","Total","Number","Total","39 515",""
"2018","Croatia","Total","Age reached during the year","Less than 15 years","Number","Total","5 528",""
"2018","Croatia","Total","Age reached during the year","From 15 to 64 years","Number","Total","32 034",""
"2018","Croatia","Total","Age reached during the year","65 years or over","Number","Total","1 953",""
"2018","Italy","Total","Age reached during the year","Total","Number","Total","156 960",""
"2018","Italy","Total","Age reached during the year","Less than 15 years","Number","Total","23 478",""
"2018","Italy","Total","Age reached during the year","From 15 to 64 years","Number","Total","124 798",""
"2018","Italy","Total","Age reached during the year","65 years or over","Number","Total","8 684",""
"2018","Cyprus","Total","Age reached during the year","Total","Number","Total","15 340",""
"2018","Cyprus","Total","Age reached during the year","Less than 15 years","Number","Total","368",""
"2018","Cyprus","Total","Age reached during the year","From 15 to 64 years","Number","Total","14 466",""
"2018","Cyprus","Total","Age reached during the year","65 years or over","Number","Total","506",""
"2018","Latvia","Total","Age reached during the year","Total","Number","Total","15 814",""
"2018","Latvia","Total","Age reached during the year","Less than 15 years","Number","Total","2 080",""
"2018","Latvia","Total","Age reached during the year","From 15 to 64 years","Number","Total","13 142",""
"2018","Latvia","Total","Age reached during the year","65 years or over","Number","Total","592",""
"2018","Lithuania","Total","Age reached during the year","Total","Number","Total","32 206",""
"2018","Lithuania","Total","Age reached during the year","Less than 15 years","Number","Total","3 937",""
"2018","Lithuania","Total","Age reached during the year","From 15 to 64 years","Number","Total","27 867",""
"2018","Lithuania","Total","Age reached during the year","65 years or over","Number","Total","402",""
"2018","Luxembourg","Total","Age reached during the year","Total","Number","Total","13 985",""
"2018","Luxembourg","Total","Age reached during the year","Less than 15 years","Number","Total","1 881",""
"2018","Luxembourg","Total","Age reached during the year","From 15 to 64 years","Number","Total","11 416",""
"2018","Luxembourg","Total","Age reached during the year","65 years or over","Number","Total","688",""
"2018","Hungary","Total","Age reached during the year","Total","Number","Total","48 178",""
"2018","Hungary","Total","Age reached during the year","Less than 15 years","Number","Total","1 956",""
"2018","Hungary","Total","Age reached during the year","From 15 to 64 years","Number","Total","42 817",""
"2018","Hungary","Total","Age reached during the year","65 years or over","Number","Total","3 405",""
"2018","Malta","Total","Age reached during the year","Total","Number","Total","9 342",""
"2018","Malta","Total","Age reached during the year","Less than 15 years","Number","Total",":",""
"2018","Malta","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
"2018","Malta","Total","Age reached during the year","65 years or over","Number","Total",":",""
"2018","Netherlands","Total","Age reached during the year","Total","Number","Total","109 635",""
"2018","Netherlands","Total","Age reached during the year","Less than 15 years","Number","Total","13 505",""
"2018","Netherlands","Total","Age reached during the year","From 15 to 64 years","Number","Total","92 244",""
"2018","Netherlands","Total","Age reached during the year","65 years or over","Number","Total","3 886",""
"2018","Austria","Total","Age reached during the year","Total","Number","Total","67 212",""
"2018","Austria","Total","Age reached during the year","Less than 15 years","Number","Total",":",""
"2018","Austria","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
"2018","Austria","Total","Age reached during the year","65 years or over","Number","Total",":",""
"2018","Poland","Total","Age reached during the year","Total","Number","Total","189 794","ep"
"2018","Poland","Total","Age reached during the year","Less than 15 years","Number","Total","24 964","ep"
"2018","Poland","Total","Age reached during the year","From 15 to 64 years","Number","Total","153 673","ep"
"2018","Poland","Total","Age reached during the year","65 years or over","Number","Total","11 157","ep"
"2018","Portugal","Total","Age reached during the year","Total","Number","Total","31 600",""
"2018","Portugal","Total","Age reached during the year","Less than 15 years","Number","Total","1 416",""
"2018","Portugal","Total","Age reached during the year","From 15 to 64 years","Number","Total","29 828",""
"2018","Portugal","Total","Age reached during the year","65 years or over","Number","Total","356",""
"2018","Romania","Total","Age reached during the year","Total","Number","Total","231 661","e"
"2018","Romania","Total","Age reached during the year","Less than 15 years","Number","Total",":",""
"2018","Romania","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
"2018","Romania","Total","Age reached during the year","65 years or over","Number","Total",":",""
"2018","Slovenia","Total","Age reached during the year","Total","Number","Total","13 527",""
"2018","Slovenia","Total","Age reached during the year","Less than 15 years","Number","Total",":",""
"2018","Slovenia","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
"2018","Slovenia","Total","Age reached during the year","65 years or over","Number","Total",":",""
"2018","Slovakia","Total","Age reached during the year","Total","Number","Total","3 298",""
"2018","Slovakia","Total","Age reached during the year","Less than 15 years","Number","Total","649",""
"2018","Slovakia","Total","Age reached during the year","From 15 to 64 years","Number","Total","2 570",""
"2018","Slovakia","Total","Age reached during the year","65 years or over","Number","Total","79",""
"2018","Finland","Total","Age reached during the year","Total","Number","Total","19 141",""
"2018","Finland","Total","Age reached during the year","Less than 15 years","Number","Total","2 345",""
"2018","Finland","Total","Age reached during the year","From 15 to 64 years","Number","Total","16 165",""
"2018","Finland","Total","Age reached during the year","65 years or over","Number","Total","631",""
"2018","Sweden","Total","Age reached during the year","Total","Number","Total","46 981",""
"2018","Sweden","Total","Age reached during the year","Less than 15 years","Number","Total","8 268",""
"2018","Sweden","Total","Age reached during the year","From 15 to 64 years","Number","Total","36 619",""
"2018","Sweden","Total","Age reached during the year","65 years or over","Number","Total","2 094",""
"2018","Iceland","Total","Age reached during the year","Total","Number","Total","4 372",""
"2018","Iceland","Total","Age reached during the year","Less than 15 years","Number","Total","677",""
"2018","Iceland","Total","Age reached during the year","From 15 to 64 years","Number","Total","3 587",""
"2018","Iceland","Total","Age reached during the year","65 years or over","Number","Total","108",""
"2018","Liechtenstein","Total","Age reached during the year","Total","Number","Total","484",""
"2018","Liechtenstein","Total","Age reached during the year","Less than 15 years","Number","Total","53",""
"2018","Liechtenstein","Total","Age reached during the year","From 15 to 64 years","Number","Total","404",""
"2018","Liechtenstein","Total","Age reached during the year","65 years or over","Number","Total","27",""
"2018","Norway","Total","Age reached during the year","Total","Number","Total","27 158",""
"2018","Norway","Total","Age reached during the year","Less than 15 years","Number","Total","5 408",""
"2018","Norway","Total","Age reached during the year","From 15 to 64 years","Number","Total","21 022",""
"2018","Norway","Total","Age reached during the year","65 years or over","Number","Total","728",""
"2018","Switzerland","Total","Age reached during the year","Total","Number","Total","130 225",""
"2018","Switzerland","Total","Age reached during the year","Less than 15 years","Number","Total","14 952",""
"2018","Switzerland","Total","Age reached during the year","From 15 to 64 years","Number","Total","107 207",""
"2018","Switzerland","Total","Age reached during the year","65 years or over","Number","Total","8 066",""
"2018","United Kingdom","Total","Age reached during the year","Total","Number","Total","344 347","p"
"2018","United Kingdom","Total","Age reached during the year","Less than 15 years","Number","Total",":",""
"2018","United Kingdom","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
"2018","United Kingdom","Total","Age reached during the year","65 years or over","Number","Total",":",""
"2018","North Macedonia","Total","Age reached during the year","Total","Number","Total","377",""
"2018","North Macedonia","Total","Age reached during the year","Less than 15 years","Number","Total","24",""
"2018","North Macedonia","Total","Age reached during the year","From 15 to 64 years","Number","Total","342",""
"2018","North Macedonia","Total","Age reached during the year","65 years or over","Number","Total","11",""
"2018","Belarus","Total","Age reached during the year","Total","Number","Total",":",""
"2018","Belarus","Total","Age reached during the year","Less than 15 years","Number","Total",":",""
"2018","Belarus","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
"2018","Belarus","Total","Age reached during the year","65 years or over","Number","Total",":",""
"2018","Moldova","Total","Age reached during the year","Total","Number","Total",":",""
"2018","Moldova","Total","Age reached during the year","Less than 15 years","Number","Total",":",""
"2018","Moldova","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
"2018","Moldova","Total","Age reached during the year","65 years or over","Number","Total",":",""
"2018","Russia","Total","Age reached during the year","Total","Number","Total",":",""
"2018","Russia","Total","Age reached during the year","Less than 15 years","Number","Total",":",""
"2018","Russia","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
"2018","Russia","Total","Age reached during the year","65 years or over","Number","Total",":",""
"2018","San Marino","Total","Age reached during the year","Total","Number","Total",":",""
"2018","San Marino","Total","Age reached during the year","Less than 15 years","Number","Total",":",""
"2018","San Marino","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
"2018","San Marino","Total","Age reached during the year","65 years or over","Number","Total",":",""
"2018","Kyrgyzstan","Total","Age reached during the year","Total","Number","Total",":",""
"2018","Kyrgyzstan","Total","Age reached during the year","Less than 15 years","Number","Total",":",""
"2018","Kyrgyzstan","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
"2018","Kyrgyzstan","Total","Age reached during the year","65 years or over","Number","Total",":",""
"2018","Tajikistan","Total","Age reached during the year","Total","Number","Total",":",""
"2018","Tajikistan","Total","Age reached during the year","Less than 15 years","Number","Total",":",""
"2018","Tajikistan","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
"2018","Tajikistan","Total","Age reached during the year","65 years or over","Number","Total",":",""
"2018","Uzbekistan","Total","Age reached during the year","Total","Number","Total",":",""
"2018","Uzbekistan","Total","Age reached during the year","Less than 15 years","Number","Total",":",""
"2018","Uzbekistan","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
"2018","Uzbekistan","Total","Age reached during the year","65 years or over","Number","Total",":",""
"2018","Armenia","Total","Age reached during the year","Total","Number","Total",":",""
"2018","Armenia","Total","Age reached during the year","Less than 15 years","Number","Total",":",""
"2018","Armenia","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
"2018","Armenia","Total","Age reached during the year","65 years or over","Number","Total",":",""
"2018","Azerbaijan","Total","Age reached during the year","Total","Number","Total",":",""
"2018","Azerbaijan","Total","Age reached during the year","Less than 15 years","Number","Total",":",""
"2018","Azerbaijan","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
"2018","Azerbaijan","Total","Age reached during the year","65 years or over","Number","Total",":",""
"2019","Belgium","Total","Age reached during the year","Total","Number","Total","102 936",""
"2019","Belgium","Total","Age reached during the year","Less than 15 years","Number","Total","13 507",""
"2019","Belgium","Total","Age reached during the year","From 15 to 64 years","Number","Total","83 948",""
"2019","Belgium","Total","Age reached during the year","65 years or over","Number","Total","5 481",""
"2019","Bulgaria","Total","Age reached during the year","Total","Number","Total","39 941","p"
"2019","Bulgaria","Total","Age reached during the year","Less than 15 years","Number","Total","3 621","p"
"2019","Bulgaria","Total","Age reached during the year","From 15 to 64 years","Number","Total","33 743","p"
"2019","Bulgaria","Total","Age reached during the year","65 years or over","Number","Total","2 577","p"
"2019","Czechia","Total","Age reached during the year","Total","Number","Total","77 798",""
"2019","Czechia","Total","Age reached during the year","Less than 15 years","Number","Total","3 817",""
"2019","Czechia","Total","Age reached during the year","From 15 to 64 years","Number","Total","68 837",""
"2019","Czechia","Total","Age reached during the year","65 years or over","Number","Total","5 144",""
"2019","Denmark","Total","Age reached during the year","Total","Number","Total","66 520",""
"2019","Denmark","Total","Age reached during the year","Less than 15 years","Number","Total","6 203",""
"2019","Denmark","Total","Age reached during the year","From 15 to 64 years","Number","Total","59 491",""
"2019","Denmark","Total","Age reached during the year","65 years or over","Number","Total","826",""
"2019","Germany (until 1990 former territory of the FRG)","Total","Age reached during the year","Total","Number","Total","576 319","be"
"2019","Germany (until 1990 former territory of the FRG)","Total","Age reached during the year","Less than 15 years","Number","Total","59 152","be"
"2019","Germany (until 1990 former territory of the FRG)","Total","Age reached during the year","From 15 to 64 years","Number","Total","488 167","be"
"2019","Germany (until 1990 former territory of the FRG)","Total","Age reached during the year","65 years or over","Number","Total","29 000","be"
"2019","Estonia","Total","Age reached during the year","Total","Number","Total","12 801",""
"2019","Estonia","Total","Age reached during the year","Less than 15 years","Number","Total","1 079",""
"2019","Estonia","Total","Age reached during the year","From 15 to 64 years","Number","Total","11 323",""
"2019","Estonia","Total","Age reached during the year","65 years or over","Number","Total","399",""
"2019","Ireland","Total","Age reached during the year","Total","Number","Total","62 004",""
"2019","Ireland","Total","Age reached during the year","Less than 15 years","Number","Total",":",""
"2019","Ireland","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
"2019","Ireland","Total","Age reached during the year","65 years or over","Number","Total",":",""
"2019","Greece","Total","Age reached during the year","Total","Number","Total","95 020",""
"2019","Greece","Total","Age reached during the year","Less than 15 years","Number","Total",":",""
"2019","Greece","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
"2019","Greece","Total","Age reached during the year","65 years or over","Number","Total",":",""
"2019","Spain","Total","Age reached during the year","Total","Number","Total","296 248",""
"2019","Spain","Total","Age reached during the year","Less than 15 years","Number","Total","30 039",""
"2019","Spain","Total","Age reached during the year","From 15 to 64 years","Number","Total","240 080",""
"2019","Spain","Total","Age reached during the year","65 years or over","Number","Total","26 129",""
"2019","France","Total","Age reached during the year","Total","Number","Total","299 101","p"
"2019","France","Total","Age reached during the year","Less than 15 years","Number","Total","21 956","p"
"2019","France","Total","Age reached during the year","From 15 to 64 years","Number","Total","257 545","p"
"2019","France","Total","Age reached during the year","65 years or over","Number","Total","19 600","p"
"2019","Croatia","Total","Age reached during the year","Total","Number","Total","40 148",""
"2019","Croatia","Total","Age reached during the year","Less than 15 years","Number","Total","4 603",""
"2019","Croatia","Total","Age reached during the year","From 15 to 64 years","Number","Total","33 130",""
"2019","Croatia","Total","Age reached during the year","65 years or over","Number","Total","2 415",""
"2019","Italy","Total","Age reached during the year","Total","Number","Total","179 505",""
