"TIME","GEO","CITIZEN","AGEDEF","AGE","UNIT","SEX","Value","Flag and Footnotes"
"2008","Belgium","Total","Age reached during the year","Total","Number","Total",":",""
"2008","Belgium","Total","Age reached during the year","Less than 15 years","Number","Total",":",""
"2008","Belgium","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
"2008","Belgium","Total","Age reached during the year","65 years or over","Number","Total",":",""
"2008","Bulgaria","Total","Age reached during the year","Total","Number","Total",":",""
"2008","Bulgaria","Total","Age reached during the year","Less than 15 years","Number","Total",":",""
"2008","Bulgaria","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
"2008","Bulgaria","Total","Age reached during the year","65 years or over","Number","Total",":",""
"2008","Czechia","Total","Age reached during the year","Total","Number","Total","51 478","b"
"2008","Czechia","Total","Age reached during the year","Less than 15 years","Number","Total","2 931","b"
"2008","Czechia","Total","Age reached during the year","From 15 to 64 years","Number","Total","47 859","b"
"2008","Czechia","Total","Age reached during the year","65 years or over","Number","Total","688","b"
"2008","Denmark","Total","Age reached during the year","Total","Number","Total","38 356","b"
"2008","Denmark","Total","Age reached during the year","Less than 15 years","Number","Total","5 181","b"
"2008","Denmark","Total","Age reached during the year","From 15 to 64 years","Number","Total","32 650","b"
"2008","Denmark","Total","Age reached during the year","65 years or over","Number","Total","525","b"
"2008","Germany (until 1990 former territory of the FRG)","Total","Age reached during the year","Total","Number","Total","737 889",""
"2008","Germany (until 1990 former territory of the FRG)","Total","Age reached during the year","Less than 15 years","Number","Total","59 660",""
"2008","Germany (until 1990 former territory of the FRG)","Total","Age reached during the year","From 15 to 64 years","Number","Total","647 207",""
"2008","Germany (until 1990 former territory of the FRG)","Total","Age reached during the year","65 years or over","Number","Total","31 022",""
"2008","Estonia","Total","Age reached during the year","Total","Number","Total","4 406",""
"2008","Estonia","Total","Age reached during the year","Less than 15 years","Number","Total","593",""
"2008","Estonia","Total","Age reached during the year","From 15 to 64 years","Number","Total","3 703",""
"2008","Estonia","Total","Age reached during the year","65 years or over","Number","Total","110",""
"2008","Ireland","Total","Age reached during the year","Total","Number","Total","65 934",""
"2008","Ireland","Total","Age reached during the year","Less than 15 years","Number","Total",":",""
"2008","Ireland","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
"2008","Ireland","Total","Age reached during the year","65 years or over","Number","Total",":",""
"2008","Greece","Total","Age reached during the year","Total","Number","Total","43 044","b"
"2008","Greece","Total","Age reached during the year","Less than 15 years","Number","Total",":",""
"2008","Greece","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
"2008","Greece","Total","Age reached during the year","65 years or over","Number","Total",":",""
"2008","Spain","Total","Age reached during the year","Total","Number","Total","288 432","b"
"2008","Spain","Total","Age reached during the year","Less than 15 years","Number","Total","33 466",""
"2008","Spain","Total","Age reached during the year","From 15 to 64 years","Number","Total","243 936",""
"2008","Spain","Total","Age reached during the year","65 years or over","Number","Total","11 032",""
"2008","France","Total","Age reached during the year","Total","Number","Total","239 796",""
"2008","France","Total","Age reached during the year","Less than 15 years","Number","Total","9 064",""
"2008","France","Total","Age reached during the year","From 15 to 64 years","Number","Total","210 755",""
"2008","France","Total","Age reached during the year","65 years or over","Number","Total","19 977",""
"2008","Croatia","Total","Age reached during the year","Total","Number","Total","10 638","b"
"2008","Croatia","Total","Age reached during the year","Less than 15 years","Number","Total",":",""
"2008","Croatia","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
"2008","Croatia","Total","Age reached during the year","65 years or over","Number","Total",":",""
"2008","Italy","Total","Age reached during the year","Total","Number","Total","80 947",""
"2008","Italy","Total","Age reached during the year","Less than 15 years","Number","Total","11 842",""
"2008","Italy","Total","Age reached during the year","From 15 to 64 years","Number","Total","64 400",""
"2008","Italy","Total","Age reached during the year","65 years or over","Number","Total","4 705",""
"2008","Cyprus","Total","Age reached during the year","Total","Number","Total","4 474",""
"2008","Cyprus","Total","Age reached during the year","Less than 15 years","Number","Total",":",""
"2008","Cyprus","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
"2008","Cyprus","Total","Age reached during the year","65 years or over","Number","Total",":",""
"2008","Latvia","Total","Age reached during the year","Total","Number","Total","27 045",""
"2008","Latvia","Total","Age reached during the year","Less than 15 years","Number","Total","2 576",""
"2008","Latvia","Total","Age reached during the year","From 15 to 64 years","Number","Total","23 463",""
"2008","Latvia","Total","Age reached during the year","65 years or over","Number","Total","1 006",""
"2008","Lithuania","Total","Age reached during the year","Total","Number","Total","25 750",""
"2008","Lithuania","Total","Age reached during the year","Less than 15 years","Number","Total",":",""
"2008","Lithuania","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
"2008","Lithuania","Total","Age reached during the year","65 years or over","Number","Total",":",""
"2008","Luxembourg","Total","Age reached during the year","Total","Number","Total","10 058",""
"2008","Luxembourg","Total","Age reached during the year","Less than 15 years","Number","Total",":",""
"2008","Luxembourg","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
"2008","Luxembourg","Total","Age reached during the year","65 years or over","Number","Total",":",""
"2008","Hungary","Total","Age reached during the year","Total","Number","Total","9 591","b"
"2008","Hungary","Total","Age reached during the year","Less than 15 years","Number","Total","866","b"
"2008","Hungary","Total","Age reached during the year","From 15 to 64 years","Number","Total","8 578","b"
"2008","Hungary","Total","Age reached during the year","65 years or over","Number","Total","147","b"
"2008","Malta","Total","Age reached during the year","Total","Number","Total","3 719",""
"2008","Malta","Total","Age reached during the year","Less than 15 years","Number","Total",":",""
"2008","Malta","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
"2008","Malta","Total","Age reached during the year","65 years or over","Number","Total",":",""
"2008","Netherlands","Total","Age reached during the year","Total","Number","Total","90 067",""
"2008","Netherlands","Total","Age reached during the year","Less than 15 years","Number","Total","15 530",""
"2008","Netherlands","Total","Age reached during the year","From 15 to 64 years","Number","Total","71 481",""
"2008","Netherlands","Total","Age reached during the year","65 years or over","Number","Total","3 056",""
"2008","Austria","Total","Age reached during the year","Total","Number","Total","51 563",""
"2008","Austria","Total","Age reached during the year","Less than 15 years","Number","Total",":",""
"2008","Austria","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
"2008","Austria","Total","Age reached during the year","65 years or over","Number","Total",":",""
"2008","Poland","Total","Age reached during the year","Total","Number","Total","30 140",""
"2008","Poland","Total","Age reached during the year","Less than 15 years","Number","Total",":","b"
"2008","Poland","Total","Age reached during the year","From 15 to 64 years","Number","Total",":","b"
"2008","Poland","Total","Age reached during the year","65 years or over","Number","Total",":","b"
"2008","Portugal","Total","Age reached during the year","Total","Number","Total","20 357",""
"2008","Portugal","Total","Age reached during the year","Less than 15 years","Number","Total","3 588",""
"2008","Portugal","Total","Age reached during the year","From 15 to 64 years","Number","Total","16 769",""
"2008","Portugal","Total","Age reached during the year","65 years or over","Number","Total","0",""
"2008","Romania","Total","Age reached during the year","Total","Number","Total","302 796","b"
"2008","Romania","Total","Age reached during the year","Less than 15 years","Number","Total",":",""
"2008","Romania","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
"2008","Romania","Total","Age reached during the year","65 years or over","Number","Total",":",""
"2008","Slovenia","Total","Age reached during the year","Total","Number","Total","12 109","b"
"2008","Slovenia","Total","Age reached during the year","Less than 15 years","Number","Total",":",""
"2008","Slovenia","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
"2008","Slovenia","Total","Age reached during the year","65 years or over","Number","Total",":",""
"2008","Slovakia","Total","Age reached during the year","Total","Number","Total","1 705",""
"2008","Slovakia","Total","Age reached during the year","Less than 15 years","Number","Total",":",""
"2008","Slovakia","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
"2008","Slovakia","Total","Age reached during the year","65 years or over","Number","Total",":",""
"2008","Finland","Total","Age reached during the year","Total","Number","Total","13 657",""
"2008","Finland","Total","Age reached during the year","Less than 15 years","Number","Total",":",""
"2008","Finland","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
"2008","Finland","Total","Age reached during the year","65 years or over","Number","Total",":",""
"2008","Sweden","Total","Age reached during the year","Total","Number","Total","45 294",""
"2008","Sweden","Total","Age reached during the year","Less than 15 years","Number","Total","7 194",""
"2008","Sweden","Total","Age reached during the year","From 15 to 64 years","Number","Total","36 551",""
"2008","Sweden","Total","Age reached during the year","65 years or over","Number","Total","1 549",""
"2008","Iceland","Total","Age reached during the year","Total","Number","Total","9 144",""
"2008","Iceland","Total","Age reached during the year","Less than 15 years","Number","Total",":",""
"2008","Iceland","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
"2008","Iceland","Total","Age reached during the year","65 years or over","Number","Total",":",""
"2008","Liechtenstein","Total","Age reached during the year","Total","Number","Total","490","b"
"2008","Liechtenstein","Total","Age reached during the year","Less than 15 years","Number","Total","65","b"
"2008","Liechtenstein","Total","Age reached during the year","From 15 to 64 years","Number","Total","406","b"
"2008","Liechtenstein","Total","Age reached during the year","65 years or over","Number","Total","19","b"
"2008","Norway","Total","Age reached during the year","Total","Number","Total","12 976","b"
"2008","Norway","Total","Age reached during the year","Less than 15 years","Number","Total","2 253","b"
"2008","Norway","Total","Age reached during the year","From 15 to 64 years","Number","Total","10 225","b"
"2008","Norway","Total","Age reached during the year","65 years or over","Number","Total","498","b"
"2008","Switzerland","Total","Age reached during the year","Total","Number","Total","86 130",""
"2008","Switzerland","Total","Age reached during the year","Less than 15 years","Number","Total","10 146",""
"2008","Switzerland","Total","Age reached during the year","From 15 to 64 years","Number","Total","71 983",""
"2008","Switzerland","Total","Age reached during the year","65 years or over","Number","Total","4 001",""
"2008","United Kingdom","Total","Age reached during the year","Total","Number","Total","427 207","b"
"2008","United Kingdom","Total","Age reached during the year","Less than 15 years","Number","Total",":",""
"2008","United Kingdom","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
"2008","United Kingdom","Total","Age reached during the year","65 years or over","Number","Total",":",""
"2008","North Macedonia","Total","Age reached during the year","Total","Number","Total","751",""
"2008","North Macedonia","Total","Age reached during the year","Less than 15 years","Number","Total","84",""
"2008","North Macedonia","Total","Age reached during the year","From 15 to 64 years","Number","Total","638",""
"2008","North Macedonia","Total","Age reached during the year","65 years or over","Number","Total","29",""
"2008","Belarus","Total","Age reached during the year","Total","Number","Total",":",""
"2008","Belarus","Total","Age reached during the year","Less than 15 years","Number","Total",":",""
"2008","Belarus","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
"2008","Belarus","Total","Age reached during the year","65 years or over","Number","Total",":",""
"2008","Moldova","Total","Age reached during the year","Total","Number","Total",":",""
"2008","Moldova","Total","Age reached during the year","Less than 15 years","Number","Total",":",""
"2008","Moldova","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
"2008","Moldova","Total","Age reached during the year","65 years or over","Number","Total",":",""
"2008","Russia","Total","Age reached during the year","Total","Number","Total",":",""
"2008","Russia","Total","Age reached during the year","Less than 15 years","Number","Total",":",""
"2008","Russia","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
"2008","Russia","Total","Age reached during the year","65 years or over","Number","Total",":",""
"2008","San Marino","Total","Age reached during the year","Total","Number","Total",":",""
"2008","San Marino","Total","Age reached during the year","Less than 15 years","Number","Total",":",""
"2008","San Marino","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
"2008","San Marino","Total","Age reached during the year","65 years or over","Number","Total",":",""
"2008","Kyrgyzstan","Total","Age reached during the year","Total","Number","Total",":",""
"2008","Kyrgyzstan","Total","Age reached during the year","Less than 15 years","Number","Total",":",""
"2008","Kyrgyzstan","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
"2008","Kyrgyzstan","Total","Age reached during the year","65 years or over","Number","Total",":",""
"2008","Tajikistan","Total","Age reached during the year","Total","Number","Total",":",""
"2008","Tajikistan","Total","Age reached during the year","Less than 15 years","Number","Total",":",""
"2008","Tajikistan","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
"2008","Tajikistan","Total","Age reached during the year","65 years or over","Number","Total",":",""
"2008","Uzbekistan","Total","Age reached during the year","Total","Number","Total",":",""
"2008","Uzbekistan","Total","Age reached during the year","Less than 15 years","Number","Total",":",""
"2008","Uzbekistan","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
"2008","Uzbekistan","Total","Age reached during the year","65 years or over","Number","Total",":",""
"2008","Armenia","Total","Age reached during the year","Total","Number","Total",":",""
"2008","Armenia","Total","Age reached during the year","Less than 15 years","Number","Total",":",""
"2008","Armenia","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
"2008","Armenia","Total","Age reached during the year","65 years or over","Number","Total",":",""
"2008","Azerbaijan","Total","Age reached during the year","Total","Number","Total",":",""
"2008","Azerbaijan","Total","Age reached during the year","Less than 15 years","Number","Total",":",""
"2008","Azerbaijan","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
"2008","Azerbaijan","Total","Age reached during the year","65 years or over","Number","Total",":",""
"2009","Belgium","Total","Age reached during the year","Total","Number","Total",":",""
"2009","Belgium","Total","Age reached during the year","Less than 15 years","Number","Total",":",""
"2009","Belgium","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
"2009","Belgium","Total","Age reached during the year","65 years or over","Number","Total",":",""
"2009","Bulgaria","Total","Age reached during the year","Total","Number","Total",":",""
"2009","Bulgaria","Total","Age reached during the year","Less than 15 years","Number","Total",":",""
"2009","Bulgaria","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
"2009","Bulgaria","Total","Age reached during the year","65 years or over","Number","Total",":",""
"2009","Czechia","Total","Age reached during the year","Total","Number","Total","61 782",""
"2009","Czechia","Total","Age reached during the year","Less than 15 years","Number","Total","2 983",""
"2009","Czechia","Total","Age reached during the year","From 15 to 64 years","Number","Total","58 340",""
"2009","Czechia","Total","Age reached during the year","65 years or over","Number","Total","459",""
"2009","Denmark","Total","Age reached during the year","Total","Number","Total","39 899",""
"2009","Denmark","Total","Age reached during the year","Less than 15 years","Number","Total","4 855",""
"2009","Denmark","Total","Age reached during the year","From 15 to 64 years","Number","Total","34 550",""
"2009","Denmark","Total","Age reached during the year","65 years or over","Number","Total","494",""
"2009","Germany (until 1990 former territory of the FRG)","Total","Age reached during the year","Total","Number","Total","286 582","b"
"2009","Germany (until 1990 former territory of the FRG)","Total","Age reached during the year","Less than 15 years","Number","Total","34 464","b"
"2009","Germany (until 1990 former territory of the FRG)","Total","Age reached during the year","From 15 to 64 years","Number","Total","232 204","b"
"2009","Germany (until 1990 former territory of the FRG)","Total","Age reached during the year","65 years or over","Number","Total","19 914","b"
"2009","Estonia","Total","Age reached during the year","Total","Number","Total","4 658",""
"2009","Estonia","Total","Age reached during the year","Less than 15 years","Number","Total","681",""
"2009","Estonia","Total","Age reached during the year","From 15 to 64 years","Number","Total","3 866",""
"2009","Estonia","Total","Age reached during the year","65 years or over","Number","Total","111",""
"2009","Ireland","Total","Age reached during the year","Total","Number","Total","69 672",""
"2009","Ireland","Total","Age reached during the year","Less than 15 years","Number","Total",":",""
"2009","Ireland","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
"2009","Ireland","Total","Age reached during the year","65 years or over","Number","Total",":",""
"2009","Greece","Total","Age reached during the year","Total","Number","Total","43 686",""
"2009","Greece","Total","Age reached during the year","Less than 15 years","Number","Total",":",""
"2009","Greece","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
"2009","Greece","Total","Age reached during the year","65 years or over","Number","Total",":",""
"2009","Spain","Total","Age reached during the year","Total","Number","Total","380 121",""
"2009","Spain","Total","Age reached during the year","Less than 15 years","Number","Total","44 779",""
"2009","Spain","Total","Age reached during the year","From 15 to 64 years","Number","Total","321 873",""
"2009","Spain","Total","Age reached during the year","65 years or over","Number","Total","13 466",""
"2009","France","Total","Age reached during the year","Total","Number","Total","264 631",""
"2009","France","Total","Age reached during the year","Less than 15 years","Number","Total","9 882",""
"2009","France","Total","Age reached during the year","From 15 to 64 years","Number","Total","225 728",""
"2009","France","Total","Age reached during the year","65 years or over","Number","Total","29 021",""
"2009","Croatia","Total","Age reached during the year","Total","Number","Total","12 355",""
"2009","Croatia","Total","Age reached during the year","Less than 15 years","Number","Total",":",""
"2009","Croatia","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
"2009","Croatia","Total","Age reached during the year","65 years or over","Number","Total",":",""
"2009","Italy","Total","Age reached during the year","Total","Number","Total","80 597",""
"2009","Italy","Total","Age reached during the year","Less than 15 years","Number","Total","11 831",""
"2009","Italy","Total","Age reached during the year","From 15 to 64 years","Number","Total","64 274",""
"2009","Italy","Total","Age reached during the year","65 years or over","Number","Total","4 492",""
"2009","Cyprus","Total","Age reached during the year","Total","Number","Total","4 797","b"
"2009","Cyprus","Total","Age reached during the year","Less than 15 years","Number","Total","564","b"
"2009","Cyprus","Total","Age reached during the year","From 15 to 64 years","Number","Total","4 028","b"
"2009","Cyprus","Total","Age reached during the year","65 years or over","Number","Total","205","b"
"2009","Latvia","Total","Age reached during the year","Total","Number","Total","38 208",""
"2009","Latvia","Total","Age reached during the year","Less than 15 years","Number","Total","4 215",""
"2009","Latvia","Total","Age reached during the year","From 15 to 64 years","Number","Total","33 112",""
"2009","Latvia","Total","Age reached during the year","65 years or over","Number","Total","881",""
"2009","Lithuania","Total","Age reached during the year","Total","Number","Total","38 500",""
"2009","Lithuania","Total","Age reached during the year","Less than 15 years","Number","Total",":",""
"2009","Lithuania","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
"2009","Lithuania","Total","Age reached during the year","65 years or over","Number","Total",":",""
"2009","Luxembourg","Total","Age reached during the year","Total","Number","Total","9 168",""
"2009","Luxembourg","Total","Age reached during the year","Less than 15 years","Number","Total",":",""
"2009","Luxembourg","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
"2009","Luxembourg","Total","Age reached during the year","65 years or over","Number","Total",":",""
"2009","Hungary","Total","Age reached during the year","Total","Number","Total","10 483",""
"2009","Hungary","Total","Age reached during the year","Less than 15 years","Number","Total","1 040",""
"2009","Hungary","Total","Age reached during the year","From 15 to 64 years","Number","Total","9 217",""
"2009","Hungary","Total","Age reached during the year","65 years or over","Number","Total","226",""
"2009","Malta","Total","Age reached during the year","Total","Number","Total","3 868",""
"2009","Malta","Total","Age reached during the year","Less than 15 years","Number","Total",":",""
"2009","Malta","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
"2009","Malta","Total","Age reached during the year","65 years or over","Number","Total",":",""
"2009","Netherlands","Total","Age reached during the year","Total","Number","Total","92 825","b"
"2009","Netherlands","Total","Age reached during the year","Less than 15 years","Number","Total","13 429","b"
"2009","Netherlands","Total","Age reached during the year","From 15 to 64 years","Number","Total","76 459","b"
"2009","Netherlands","Total","Age reached during the year","65 years or over","Number","Total","2 937","b"
"2009","Austria","Total","Age reached during the year","Total","Number","Total","53 244",""
"2009","Austria","Total","Age reached during the year","Less than 15 years","Number","Total",":",""
"2009","Austria","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
"2009","Austria","Total","Age reached during the year","65 years or over","Number","Total",":",""
"2009","Poland","Total","Age reached during the year","Total","Number","Total","229 320","b"
"2009","Poland","Total","Age reached during the year","Less than 15 years","Number","Total","30 940","b"
"2009","Poland","Total","Age reached during the year","From 15 to 64 years","Number","Total","190 602","b"
"2009","Poland","Total","Age reached during the year","65 years or over","Number","Total","7 778","b"
"2009","Portugal","Total","Age reached during the year","Total","Number","Total","16 899",""
"2009","Portugal","Total","Age reached during the year","Less than 15 years","Number","Total","2 975",""
"2009","Portugal","Total","Age reached during the year","From 15 to 64 years","Number","Total","13 924",""
"2009","Portugal","Total","Age reached during the year","65 years or over","Number","Total","0",""
"2009","Romania","Total","Age reached during the year","Total","Number","Total","246 626",""
"2009","Romania","Total","Age reached during the year","Less than 15 years","Number","Total",":",""
"2009","Romania","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
"2009","Romania","Total","Age reached during the year","65 years or over","Number","Total",":",""
"2009","Slovenia","Total","Age reached during the year","Total","Number","Total","18 788",""
"2009","Slovenia","Total","Age reached during the year","Less than 15 years","Number","Total",":",""
"2009","Slovenia","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
"2009","Slovenia","Total","Age reached during the year","65 years or over","Number","Total",":",""
"2009","Slovakia","Total","Age reached during the year","Total","Number","Total","1 979",""
"2009","Slovakia","Total","Age reached during the year","Less than 15 years","Number","Total",":",""
"2009","Slovakia","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
"2009","Slovakia","Total","Age reached during the year","65 years or over","Number","Total",":",""
"2009","Finland","Total","Age reached during the year","Total","Number","Total","12 151",""
"2009","Finland","Total","Age reached during the year","Less than 15 years","Number","Total","1 745",""
"2009","Finland","Total","Age reached during the year","From 15 to 64 years","Number","Total","10 072",""
"2009","Finland","Total","Age reached during the year","65 years or over","Number","Total","334",""
"2009","Sweden","Total","Age reached during the year","Total","Number","Total","39 240",""
"2009","Sweden","Total","Age reached during the year","Less than 15 years","Number","Total","6 279",""
"2009","Sweden","Total","Age reached during the year","From 15 to 64 years","Number","Total","31 664",""
"2009","Sweden","Total","Age reached during the year","65 years or over","Number","Total","1 297",""
"2009","Iceland","Total","Age reached during the year","Total","Number","Total","6 874","b"
"2009","Iceland","Total","Age reached during the year","Less than 15 years","Number","Total",":",""
"2009","Iceland","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
"2009","Iceland","Total","Age reached during the year","65 years or over","Number","Total",":",""
"2009","Liechtenstein","Total","Age reached during the year","Total","Number","Total","455",""
"2009","Liechtenstein","Total","Age reached during the year","Less than 15 years","Number","Total","50",""
"2009","Liechtenstein","Total","Age reached during the year","From 15 to 64 years","Number","Total","386",""
"2009","Liechtenstein","Total","Age reached during the year","65 years or over","Number","Total","19",""
"2009","Norway","Total","Age reached during the year","Total","Number","Total","17 072",""
"2009","Norway","Total","Age reached during the year","Less than 15 years","Number","Total","2 967",""
"2009","Norway","Total","Age reached during the year","From 15 to 64 years","Number","Total","13 558",""
"2009","Norway","Total","Age reached during the year","65 years or over","Number","Total","547",""
"2009","Switzerland","Total","Age reached during the year","Total","Number","Total","86 036",""
"2009","Switzerland","Total","Age reached during the year","Less than 15 years","Number","Total","10 245",""
"2009","Switzerland","Total","Age reached during the year","From 15 to 64 years","Number","Total","71 669",""
"2009","Switzerland","Total","Age reached during the year","65 years or over","Number","Total","4 122",""
"2009","United Kingdom","Total","Age reached during the year","Total","Number","Total","368 177",""
"2009","United Kingdom","Total","Age reached during the year","Less than 15 years","Number","Total",":",""
"2009","United Kingdom","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
"2009","United Kingdom","Total","Age reached during the year","65 years or over","Number","Total",":",""
"2009","North Macedonia","Total","Age reached during the year","Total","Number","Total","792",""
"2009","North Macedonia","Total","Age reached during the year","Less than 15 years","Number","Total","79",""
"2009","North Macedonia","Total","Age reached during the year","From 15 to 64 years","Number","Total","668",""
"2009","North Macedonia","Total","Age reached during the year","65 years or over","Number","Total","45",""
"2009","Belarus","Total","Age reached during the year","Total","Number","Total",":",""
"2009","Belarus","Total","Age reached during the year","Less than 15 years","Number","Total",":",""
"2009","Belarus","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
"2009","Belarus","Total","Age reached during the year","65 years or over","Number","Total",":",""
"2009","Moldova","Total","Age reached during the year","Total","Number","Total",":",""
"2009","Moldova","Total","Age reached during the year","Less than 15 years","Number","Total",":",""
"2009","Moldova","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
"2009","Moldova","Total","Age reached during the year","65 years or over","Number","Total",":",""
"2009","Russia","Total","Age reached during the year","Total","Number","Total",":",""
"2009","Russia","Total","Age reached during the year","Less than 15 years","Number","Total",":",""
"2009","Russia","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
"2009","Russia","Total","Age reached during the year","65 years or over","Number","Total",":",""
"2009","San Marino","Total","Age reached during the year","Total","Number","Total",":",""
"2009","San Marino","Total","Age reached during the year","Less than 15 years","Number","Total",":",""
"2009","San Marino","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
"2009","San Marino","Total","Age reached during the year","65 years or over","Number","Total",":",""
"2009","Kyrgyzstan","Total","Age reached during the year","Total","Number","Total",":",""
"2009","Kyrgyzstan","Total","Age reached during the year","Less than 15 years","Number","Total",":",""
"2009","Kyrgyzstan","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
"2009","Kyrgyzstan","Total","Age reached during the year","65 years or over","Number","Total",":",""
"2009","Tajikistan","Total","Age reached during the year","Total","Number","Total",":",""
"2009","Tajikistan","Total","Age reached during the year","Less than 15 years","Number","Total",":",""
"2009","Tajikistan","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
"2009","Tajikistan","Total","Age reached during the year","65 years or over","Number","Total",":",""
"2009","Uzbekistan","Total","Age reached during the year","Total","Number","Total",":",""
"2009","Uzbekistan","Total","Age reached during the year","Less than 15 years","Number","Total",":",""
"2009","Uzbekistan","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
"2009","Uzbekistan","Total","Age reached during the year","65 years or over","Number","Total",":",""
"2009","Armenia","Total","Age reached during the year","Total","Number","Total",":",""
"2009","Armenia","Total","Age reached during the year","Less than 15 years","Number","Total",":",""
"2009","Armenia","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
"2009","Armenia","Total","Age reached during the year","65 years or over","Number","Total",":",""
"2009","Azerbaijan","Total","Age reached during the year","Total","Number","Total",":",""
"2009","Azerbaijan","Total","Age reached during the year","Less than 15 years","Number","Total",":",""
"2009","Azerbaijan","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
"2009","Azerbaijan","Total","Age reached during the year","65 years or over","Number","Total",":",""
"2010","Belgium","Total","Age reached during the year","Total","Number","Total","66 013","b"
"2010","Belgium","Total","Age reached during the year","Less than 15 years","Number","Total","9 264","b"
"2010","Belgium","Total","Age reached during the year","From 15 to 64 years","Number","Total","53 875","b"
"2010","Belgium","Total","Age reached during the year","65 years or over","Number","Total","2 874","b"
"2010","Bulgaria","Total","Age reached during the year","Total","Number","Total",":",""
"2010","Bulgaria","Total","Age reached during the year","Less than 15 years","Number","Total",":",""
"2010","Bulgaria","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
"2010","Bulgaria","Total","Age reached during the year","65 years or over","Number","Total",":",""
"2010","Czechia","Total","Age reached during the year","Total","Number","Total","61 069",""
"2010","Czechia","Total","Age reached during the year","Less than 15 years","Number","Total","3 281",""
"2010","Czechia","Total","Age reached during the year","From 15 to 64 years","Number","Total","57 269",""
"2010","Czechia","Total","Age reached during the year","65 years or over","Number","Total","519",""
"2010","Denmark","Total","Age reached during the year","Total","Number","Total","41 456",""
"2010","Denmark","Total","Age reached during the year","Less than 15 years","Number","Total","5 039",""
"2010","Denmark","Total","Age reached during the year","From 15 to 64 years","Number","Total","35 752",""
"2010","Denmark","Total","Age reached during the year","65 years or over","Number","Total","665",""
"2010","Germany (until 1990 former territory of the FRG)","Total","Age reached during the year","Total","Number","Total","252 456",""
"2010","Germany (until 1990 former territory of the FRG)","Total","Age reached during the year","Less than 15 years","Number","Total","32 714",""
"2010","Germany (until 1990 former territory of the FRG)","Total","Age reached during the year","From 15 to 64 years","Number","Total","203 265",""
"2010","Germany (until 1990 former territory of the FRG)","Total","Age reached during the year","65 years or over","Number","Total","16 477",""
"2010","Estonia","Total","Age reached during the year","Total","Number","Total","5 294",""
"2010","Estonia","Total","Age reached during the year","Less than 15 years","Number","Total","821",""
"2010","Estonia","Total","Age reached during the year","From 15 to 64 years","Number","Total","4 335",""
"2010","Estonia","Total","Age reached during the year","65 years or over","Number","Total","138",""
"2010","Ireland","Total","Age reached during the year","Total","Number","Total","78 099",""
